Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"569,683,189.68",COLGATE-PALMOLIVE,"569,683,189.68",76.56,Consumer Staples,"7,441,003.00",CL,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"563,854,777.64",INTERCONTINENTAL EXCHANGE INC,"563,854,777.64",112.28,Financials,"5,021,863.00",ICE,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"563,210,018.98",WASTE MANAGEMENT INC,"563,210,018.98",169.61,Industrials,"3,320,618.00",WM,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"558,986,214.54",CADENCE DESIGN SYSTEMS INC,"558,986,214.54",228.54,Information Technology,"2,445,901.00",CDNS,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"555,993,362.68",HCA HEALTHCARE INC,"555,993,362.68",300.44,Health Care,"1,850,597.00",HCA,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"550,248,463.28",TARGET CORP,"550,248,463.28",132.91,Consumer Staples,"4,140,008.00",TGT,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"550,017,540.32",SHERWIN WILLIAMS,"550,017,540.32",261.29,Materials,"2,105,008.00",SHW,0.17,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"533,123,861.52",ACTIVISION BLIZZARD INC,"533,123,861.52",83.08,Communication,"6,416,994.00",ATVI,0.16,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"526,992,254.10",FORD MOTOR CO,"526,992,254.10",14.95,Consumer Discretionary,"35,250,318.00",F,0.16,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"522,346,062.20",CHIPOTLE MEXICAN GRILL INC,"522,346,062.20","2,110.60",Consumer Discretionary,"247,487.00",CMG,0.16,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"518,505,766.22",FEDEX CORP,"518,505,766.22",249.98,Industrials,"2,074,189.00",FDX,0.16,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"511,921,394.56",MCKESSON CORP,"511,921,394.56",420.88,Health Care,"1,216,312.00",MCK,0.16,2023-06-29,iShares Core S&P 500 ETF,ivv
"Jan 01, 1970",Equity,USD,NASDAQ,1.0,United States,USD,"511,886,627.78",OREILLY AUTOMOTIVE INC,"511,886,627.78",937.42,Consumer Discretionary,"546,059.00",ORLY,0.16,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Money Market,USD,-,1.0,United States,USD,"507,269,268.14",BLK CSH FND TREASURY SL AGENCY,"507,269,268.14",1.00,Cash and/or Derivatives,"507,269,268.00",XTSLA,0.15,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"505,891,155.20",FREEPORT MCMORAN INC,"505,891,155.20",39.35,Materials,"12,856,192.00",FCX,0.15,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"500,370,344.52",EDWARDS LIFESCIENCES CORP,"500,370,344.52",92.02,Health Care,"5,437,626.00",EW,0.15,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"497,447,217.80",HUMANA INC,"497,447,217.80",443.86,Health Care,"1,120,730.00",HUM,0.15,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"491,074,650.96",3M,"491,074,650.96",99.24,Industrials,"4,948,354.00",MMM,0.15,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"487,570,697.25",MOODYS CORP,"487,570,697.25",344.45,Financials,"1,415,505.00",MCO,0.15,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"476,316,831.40",GENERAL MOTORS,"476,316,831.40",38.20,Consumer Discretionary,"12,469,027.00",GM,0.14,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"465,404,443.68",NXP SEMICONDUCTORS NV,"465,404,443.68",199.76,Information Technology,"2,329,818.00",NXPI,0.14,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"461,421,104.66",NORFOLK SOUTHERN CORP,"461,421,104.66",225.98,Industrials,"2,041,867.00",NSC,0.14,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"457,360,366.98",EMERSON ELECTRIC,"457,360,366.98",89.22,Industrials,"5,126,209.00",EMR,0.14,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"455,231,702.04",ROPER TECHNOLOGIES INC,"455,231,702.04",476.13,Information Technology,"956,108.00",ROP,0.14,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"449,921,957.68",PNC FINANCIAL SERVICES GROUP INC,"449,921,957.68",125.68,Financials,"3,579,901.00",PNC,0.14,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"445,610,732.85",AMPHENOL CORP CLASS A,"445,610,732.85",83.45,Information Technology,"5,339,853.00",APH,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"445,067,259.00",PARKER-HANNIFIN CORP,"445,067,259.00",386.75,Industrials,"1,150,788.00",PH,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"444,846,996.18",DEXCOM INC,"444,846,996.18",127.94,Health Care,"3,476,997.00",DXCM,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"443,760,476.48",CROWN CASTLE INC,"443,760,476.48",114.08,Real Estate,"3,889,906.00",CCI,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"442,756,534.08",MARATHON PETROLEUM CORP,"442,756,534.08",116.34,Energy,"3,805,712.00",MPC,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"438,953,312.64",FORTINET INC,"438,953,312.64",75.09,Information Technology,"5,845,696.00",FTNT,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"434,146,138.30",MOTOROLA SOLUTIONS INC,"434,146,138.30",288.59,Information Technology,"1,504,370.00",MSI,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"432,435,360.93",GENERAL DYNAMICS CORP,"432,435,360.93",214.31,Industrials,"2,017,803.00",GD,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"432,037,088.85",PIONEER NATURAL RESOURCE,"432,037,088.85",206.07,Energy,"2,096,555.00",PXD,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"427,384,493.10",MICROCHIP TECHNOLOGY INC,"427,384,493.10",86.98,Information Technology,"4,913,595.00",MCHP,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"419,250,138.23",MARRIOTT INTERNATIONAL INC CLASS A,"419,250,138.23",181.27,Consumer Discretionary,"2,312,849.00",MAR,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"415,076,883.84",KIMBERLY CLARK CORP,"415,076,883.84",137.16,Consumer Staples,"3,026,224.00",KMB,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"414,748,466.00",TRANSDIGM GROUP INC,"414,748,466.00",886.12,Industrials,"468,050.00",TDG,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"414,033,887.52",JOHNSON CONTROLS INTERNATIONAL PLC,"414,033,887.52",67.32,Industrials,"6,150,236.00",JCI,0.13,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"412,448,691.05",ARTHUR J GALLAGHER,"412,448,691.05",214.67,Financials,"1,921,315.00",AJG,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"409,906,191.24",US BANCORP,"409,906,191.24",32.76,Financials,"12,512,399.00",USB,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"409,594,921.23",PUBLIC STORAGE REIT,"409,594,921.23",288.59,Real Estate,"1,419,297.00",PSA,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"408,927,683.48",SEMPRA,"408,927,683.48",144.89,Utilities,"2,822,332.00",SRE,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"408,556,536.20",ECOLAB INC,"408,556,536.20",183.88,Materials,"2,221,865.00",ECL,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"405,202,385.00",AUTOZONE INC,"405,202,385.00","2,455.40",Consumer Discretionary,"165,025.00",AZO,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"401,979,225.20",GENERAL MILLS INC,"401,979,225.20",76.30,Consumer Staples,"5,268,404.00",GIS,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"400,429,477.37",ESTEE LAUDER INC CLASS A,"400,429,477.37",192.53,Consumer Staples,"2,079,829.00",EL,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"396,049,924.92",AUTODESK INC,"396,049,924.92",206.18,Information Technology,"1,920,894.00",ADSK,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"393,543,645.66",MONSTER BEVERAGE CORP,"393,543,645.66",57.42,Consumer Staples,"6,853,773.00",MNST,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"391,157,535.93",TE CONNECTIVITY LTD,"391,157,535.93",138.39,Information Technology,"2,826,487.00",TEL,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"389,072,340.33",PHILLIPS,"389,072,340.33",94.53,Energy,"4,115,861.00",PSX,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"388,635,374.43",TRANE TECHNOLOGIES PLC,"388,635,374.43",189.99,Industrials,"2,045,557.00",TT,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"388,555,221.22",DOMINION ENERGY INC,"388,555,221.22",51.82,Utilities,"7,498,171.00",D,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"387,226,692.27",PACCAR INC,"387,226,692.27",82.61,Industrials,"4,687,407.00",PCAR,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"384,456,546.92",AMERICAN ELECTRIC POWER INC,"384,456,546.92",83.26,Utilities,"4,617,542.00",AEP,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"379,974,652.33",CINTAS CORP,"379,974,652.33",490.03,Industrials,"775,411.00",CTAS,0.12,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"378,132,063.27",VALERO ENERGY CORP,"378,132,063.27",116.61,Energy,"3,242,707.00",VLO,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"377,143,317.32",OCCIDENTAL PETROLEUM CORP,"377,143,317.32",58.52,Energy,"6,444,691.00",OXY,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"374,181,738.66",CAPITAL ONE FINANCIAL CORP,"374,181,738.66",109.26,Financials,"3,424,691.00",COF,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"371,335,364.40",AMERICAN INTERNATIONAL GROUP INC,"371,335,364.40",57.20,Financials,"6,491,877.00",AIG,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"370,594,432.81",CARRIER GLOBAL CORP,"370,594,432.81",49.49,Industrials,"7,488,269.00",CARR,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"368,515,062.92",IQVIA HOLDINGS INC,"368,515,062.92",221.42,Health Care,"1,664,326.00",IQV,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"368,168,573.58",IDEXX LABORATORIES INC,"368,168,573.58",494.49,Health Care,"744,542.00",IDXX,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"368,080,763.20",CORTEVA INC,"368,080,763.20",57.70,Materials,"6,379,216.00",CTVA,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"368,047,495.34",NUCOR CORP,"368,047,495.34",163.33,Materials,"2,253,398.00",NUE,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"366,291,636.04",BIOGEN INC,"366,291,636.04",282.13,Health Care,"1,298,308.00",BIIB,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"366,054,946.32",TRUIST FINANCIAL CORP,"366,054,946.32",30.64,Financials,"11,946,963.00",TFC,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"364,536,534.18",ARCHER DANIELS MIDLAND,"364,536,534.18",74.62,Consumer Staples,"4,885,239.00",ADM,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"363,646,419.04",REALTY INCOME REIT CORP,"363,646,419.04",60.22,Real Estate,"6,038,632.00",O,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"359,080,817.74",MODERNA INC,"359,080,817.74",122.11,Health Care,"2,940,634.00",MRNA,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"358,397,190.09",WELLTOWER INC,"358,397,190.09",80.39,Real Estate,"4,458,231.00",WELL,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"357,822,352.86",EXELON CORP,"357,822,352.86",40.11,Utilities,"8,921,026.00",EXC,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"357,020,882.95",CONSTELLATION BRANDS INC CLASS A,"357,020,882.95",246.85,Consumer Staples,"1,446,307.00",STZ,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"356,780,609.22",ARISTA NETWORKS INC,"356,780,609.22",159.29,Information Technology,"2,239,818.00",ANET,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"356,697,662.40",ON SEMICONDUCTOR CORP,"356,697,662.40",92.08,Information Technology,"3,873,780.00",ON,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"355,449,649.78",WILLIAMS INC,"355,449,649.78",32.53,Energy,"10,926,826.00",WMB,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"354,256,911.01",TRAVELERS COMPANIES INC,"354,256,911.01",170.99,Financials,"2,071,799.00",TRV,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"347,269,302.58",COPART INC,"347,269,302.58",90.26,Industrials,"3,847,433.00",CPRT,0.11,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"344,840,768.68",YUM BRANDS INC,"344,840,768.68",137.26,Consumer Discretionary,"2,512,318.00",YUM,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"341,612,541.76",HILTON WORLDWIDE HOLDINGS INC,"341,612,541.76",143.92,Consumer Discretionary,"2,373,628.00",HLT,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"340,898,595.84",AFLAC INC,"340,898,595.84",69.12,Financials,"4,931,982.00",AFL,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"337,989,833.64",CHARTER COMMUNICATIONS INC CLASS A,"337,989,833.64",362.68,Communication,"931,923.00",CHTR,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"337,777,346.72",DOW INC,"337,777,346.72",53.24,Materials,"6,344,428.00",DOW,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"336,591,883.32",SIMON PROPERTY GROUP REIT INC,"336,591,883.32",114.76,Real Estate,"2,933,007.00",SPG,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Cash,USD,-,1.0,United States,USD,"335,666,429.22",USD CASH,"335,666,429.22",100.00,Cash and/or Derivatives,"335,666,429.00",USD,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"335,024,995.58",D R HORTON INC,"335,024,995.58",120.34,Consumer Discretionary,"2,783,987.00",DHI,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"334,098,841.44",ROCKWELL AUTOMATION INC,"334,098,841.44",324.24,Industrials,"1,030,406.00",ROK,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"334,026,877.62",ROSS STORES INC,"334,026,877.62",108.87,Consumer Discretionary,"3,068,126.00",ROST,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"332,203,194.64",L3HARRIS TECHNOLOGIES INC,"332,203,194.64",195.49,Industrials,"1,699,336.00",LHX,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"332,209,771.77",SYSCO CORP,"332,209,771.77",73.13,Consumer Staples,"4,542,729.00",SYY,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"331,834,184.29",MSCI INC,"331,834,184.29",462.07,Financials,"718,147.00",MSCI,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"331,805,608.86",HESS CORP,"331,805,608.86",133.86,Energy,"2,478,751.00",HES,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"331,058,062.56",AMETEK INC,"331,058,062.56",160.14,Industrials,"2,067,304.00",AME,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"330,242,847.48",COSTAR GROUP INC,"330,242,847.48",90.12,Industrials,"3,664,479.00",CSGP,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"329,745,412.92",CENTENE CORP,"329,745,412.92",66.99,Health Care,"4,922,308.00",CNC,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"328,532,391.40",HERSHEY FOODS,"328,532,391.40",248.68,Consumer Staples,"1,321,105.00",HSY,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"328,486,751.27",OTIS WORLDWIDE CORP,"328,486,751.27",88.61,Industrials,"3,707,107.00",OTIS,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"327,759,751.80",DOLLAR GENERAL CORP,"327,759,751.80",166.77,Consumer Staples,"1,965,340.00",DG,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"324,166,746.10",METLIFE INC,"324,166,746.10",56.18,Financials,"5,770,145.00",MET,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"314,640,588.34",PAYCHEX INC,"314,640,588.34",109.33,Industrials,"2,877,898.00",PAYX,0.1,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"313,306,456.20",WW GRAINGER INC,"313,306,456.20",782.30,Industrials,"400,494.00",GWW,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"313,112,514.60",AGILENT TECHNOLOGIES INC,"313,112,514.60",118.05,Health Care,"2,652,372.00",A,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"309,854,607.09",AMERIPRISE FINANCE INC,"309,854,607.09",331.59,Financials,"934,451.00",AMP,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"307,287,244.00",CUMMINS INC,"307,287,244.00",242.00,Industrials,"1,269,782.00",CMI,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"306,966,780.88",PPG INDUSTRIES INC,"306,966,780.88",145.37,Materials,"2,111,624.00",PPG,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"304,831,646.50",ELECTRONIC ARTS INC,"304,831,646.50",130.45,Communication,"2,336,770.00",EA,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"304,506,116.80",KINDER MORGAN INC,"304,506,116.80",17.20,Energy,"17,703,844.00",KMI,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"303,048,387.00",OLD DOMINION FREIGHT LINE INC,"303,048,387.00",375.75,Industrials,"806,516.00",ODFL,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"302,560,781.76",XCEL ENERGY INC,"302,560,781.76",61.29,Utilities,"4,936,544.00",XEL,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"299,838,718.84",FASTENAL,"299,838,718.84",58.54,Industrials,"5,121,946.00",FAST,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
