Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,NASDAQ,1.0,United States,USD,"284,767,898.24",BAKER HUGHES CLASS A,"284,767,898.24",31.36,Energy,"9,080,609.00",BKR,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"284,704,885.40",BANK OF NEW YORK MELLON CORP,"284,704,885.40",44.20,Financials,"6,441,287.00",BK,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"282,663,477.42",VICI PPTYS INC,"282,663,477.42",31.38,Real Estate,"9,007,759.00",VICI,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"281,758,185.96",LENNAR A CORP,"281,758,185.96",123.78,Consumer Discretionary,"2,276,282.00",LEN,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"281,022,293.16",FIDELITY NATIONAL INFORMATION SERV,"281,022,293.16",52.92,Financials,"5,310,323.00",FIS,0.09,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"279,259,751.76",REPUBLIC SERVICES INC,"279,259,751.76",151.44,Industrials,"1,844,029.00",RSG,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"278,584,834.00",DEVON ENERGY CORP,"278,584,834.00",48.40,Energy,"5,755,885.00",DVN,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"278,416,342.62",CONSOLIDATED EDISON INC,"278,416,342.62",89.57,Utilities,"3,108,366.00",ED,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"276,798,125.12",AMERISOURCEBERGEN CORP,"276,798,125.12",190.52,Health Care,"1,452,856.00",ABC,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"276,769,496.16",PUBLIC SERVICE ENTERPRISE GROUP IN,"276,769,496.16",61.84,Utilities,"4,475,574.00",PEG,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"275,968,054.32",GE HEALTHCARE TECHNOLOGIES INC,"275,968,054.32",78.68,Health Care,"3,507,474.00",GEHC,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"271,548,797.25",ZIMMER BIOMET HOLDINGS INC,"271,548,797.25",145.15,Health Care,"1,870,815.00",ZBH,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"271,332,508.56",KROGER,"271,332,508.56",46.32,Consumer Staples,"5,857,783.00",KR,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"268,564,152.48",UNITED RENTALS INC,"268,564,152.48",435.63,Industrials,"616,496.00",URI,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"268,540,854.23",HALLIBURTON,"268,540,854.23",33.19,Energy,"8,091,017.00",HAL,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"268,556,392.80",DISCOVER FINANCIAL SERVICES,"268,556,392.80",117.90,Financials,"2,277,832.00",DFS,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"268,349,687.76",VULCAN MATERIALS,"268,349,687.76",224.84,Materials,"1,193,514.00",VMC,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"267,837,532.74",DOLLAR TREE INC,"267,837,532.74",143.61,Consumer Staples,"1,865,034.00",DLTR,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"266,975,992.25",DELTA AIR LINES INC,"266,975,992.25",46.31,Industrials,"5,764,975.00",DAL,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"264,420,886.47",CONSTELLATION ENERGY CORP,"264,420,886.47",90.87,Utilities,"2,909,881.00",CEG,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"264,191,991.14",KEYSIGHT TECHNOLOGIES INC,"264,191,991.14",165.34,Information Technology,"1,597,871.00",KEYS,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"263,048,191.74",ILLUMINA INC,"263,048,191.74",185.49,Health Care,"1,418,126.00",ILMN,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"260,096,968.80",METTLER TOLEDO INC,"260,096,968.80","1,316.88",Health Care,"197,510.00",MTD,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"257,901,817.44",EQUIFAX INC,"257,901,817.44",234.44,Industrials,"1,100,076.00",EFX,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"257,202,365.72",ALLSTATE CORP,"257,202,365.72",109.09,Financials,"2,357,708.00",ALL,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"254,399,649.12",MARTIN MARIETTA MATERIALS INC,"254,399,649.12",457.83,Materials,"555,664.00",MLM,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"253,732,695.75",QUANTA SERVICES INC,"253,732,695.75",194.85,Industrials,"1,302,195.00",PWR,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"253,448,446.50",ANSYS INC,"253,448,446.50",326.05,Information Technology,"777,330.00",ANSS,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"251,295,344.80",WEST PHARMACEUTICAL SERVICES INC,"251,295,344.80",377.36,Health Care,"665,930.00",WST,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"250,574,858.86",KRAFT HEINZ,"250,574,858.86",35.02,Consumer Staples,"7,155,193.00",KHC,0.08,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"247,520,138.07",PG&E CORP,"247,520,138.07",17.07,Utilities,"14,500,301.00",PCG,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"246,967,092.18",WARNER BROS. DISCOVERY INC SERIES,"246,967,092.18",12.42,Communication,"19,884,629.00",WBD,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"246,863,143.25",WEC ENERGY GROUP INC,"246,863,143.25",87.25,Utilities,"2,829,377.00",WEC,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"246,787,347.95",ONEOK INC,"246,787,347.95",61.49,Energy,"4,013,455.00",OKE,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"245,245,870.65",AMERICAN WATER WORKS INC,"245,245,870.65",140.47,Utilities,"1,745,895.00",AWK,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"244,646,748.54",APTIV PLC,"244,646,748.54",100.89,Consumer Discretionary,"2,424,886.00",APTV,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"243,959,782.26",ARCH CAPITAL GROUP LTD,"243,959,782.26",73.03,Financials,"3,340,542.00",ACGL,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"242,853,666.66",GARTNER INC,"242,853,666.66",342.54,Information Technology,"708,979.00",IT,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"239,505,607.80",AVALONBAY COMMUNITIES REIT INC,"239,505,607.80",188.04,Real Estate,"1,273,695.00",AVB,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"238,952,341.00",XYLEM INC,"238,952,341.00",111.34,Industrials,"2,146,150.00",XYL,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"238,211,501.97",CORNING INC,"238,211,501.97",34.71,Information Technology,"6,862,907.00",GLW,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"235,764,439.04",HP INC,"235,764,439.04",30.32,Information Technology,"7,775,872.00",HPQ,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"235,555,435.35",EDISON INTERNATIONAL,"235,555,435.35",68.57,Utilities,"3,435,255.00",EIX,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"233,671,471.60",INGERSOLL RAND INC,"233,671,471.60",64.40,Industrials,"3,628,439.00",IR,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"233,212,916.06",FORTIVE CORP,"233,212,916.06",73.54,Industrials,"3,171,239.00",FTV,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"232,388,908.56",KEURIG DR PEPPER INC,"232,388,908.56",30.76,Consumer Staples,"7,554,906.00",KDP,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"230,469,661.62",ALBEMARLE CORP,"230,469,661.62",218.98,Materials,"1,052,469.00",ALB,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"227,846,239.29",GLOBAL PAYMENTS INC,"227,846,239.29",96.97,Financials,"2,349,657.00",GPN,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"223,954,765.92",T ROWE PRICE GROUP INC,"223,954,765.92",111.18,Financials,"2,014,344.00",TROW,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"223,883,064.90",CBRE GROUP INC CLASS A,"223,883,064.90",80.30,Real Estate,"2,788,083.00",CBRE,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"223,197,741.36",SBA COMMUNICATIONS REIT CORP CLASS,"223,197,741.36",229.68,Real Estate,"971,777.00",SBAC,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"222,190,827.70",WILLIS TOWERS WATSON PLC,"222,190,827.70",232.55,Financials,"955,454.00",WTW,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"219,289,591.38",STATE STREET CORP,"219,289,591.38",73.14,Financials,"2,998,217.00",STT,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"218,928,204.99",WEYERHAEUSER REIT,"218,928,204.99",33.33,Real Estate,"6,568,503.00",WY,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"218,408,198.45",CDW CORP,"218,408,198.45",180.65,Information Technology,"1,209,013.00",CDW,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"218,155,901.88",EVERSOURCE ENERGY,"218,155,901.88",69.72,Utilities,"3,129,029.00",ES,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"218,165,924.16",ALIGN TECHNOLOGY INC,"218,165,924.16",341.79,Health Care,"638,304.00",ALGN,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"216,841,389.57",CHURCH AND DWIGHT INC,"216,841,389.57",98.97,Consumer Staples,"2,190,981.00",CHD,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"216,519,459.00",MONOLITHIC POWER SYSTEMS INC,"216,519,459.00",535.80,Information Technology,"404,105.00",MPWR,0.07,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"214,483,976.96",CARDINAL HEALTH INC,"214,483,976.96",93.92,Health Care,"2,283,688.00",CAH,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"213,921,848.40",EBAY INC,"213,921,848.40",44.60,Consumer Discretionary,"4,796,454.00",EBAY,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"213,681,897.94",TRACTOR SUPPLY,"213,681,897.94",217.42,Consumer Discretionary,"982,807.00",TSCO,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"211,181,613.49",DIAMONDBACK ENERGY INC,"211,181,613.49",130.01,Energy,"1,624,349.00",FANG,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"209,483,859.70",GENUINE PARTS,"209,483,859.70",166.06,Consumer Discretionary,"1,261,495.00",GPC,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"209,043,790.08",ULTA BEAUTY INC,"209,043,790.08",465.28,Consumer Discretionary,"449,286.00",ULTA,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"206,886,852.12",TAKE TWO INTERACTIVE SOFTWARE INC,"206,886,852.12",145.47,Communication,"1,422,196.00",TTWO,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"206,319,585.66",LYONDELLBASELL INDUSTRIES NV CLASS,"206,319,585.66",90.66,Materials,"2,275,751.00",LYB,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"202,819,634.40",BAXTER INTERNATIONAL INC,"202,819,634.40",44.70,Health Care,"4,537,352.00",BAX,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"201,974,517.25",DTE ENERGY,"201,974,517.25",109.25,Utilities,"1,848,737.00",DTE,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"200,353,404.04",ROYAL CARIBBEAN GROUP LTD,"200,353,404.04",101.56,Consumer Discretionary,"1,972,759.00",RCL,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"200,107,415.62",EQUITY RESIDENTIAL REIT,"200,107,415.62",65.42,Real Estate,"3,058,811.00",EQR,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"198,492,630.21",HARTFORD FINANCIAL SERVICES GROUP,"198,492,630.21",71.33,Financials,"2,782,737.00",HIG,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"196,800,876.58",STERIS,"196,800,876.58",220.99,Health Care,"890,542.00",STE,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"195,250,661.00",MCCORMICK & CO NON-VOTING INC,"195,250,661.00",86.78,Consumer Staples,"2,249,950.00",MKC,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"195,167,863.73",ENPHASE ENERGY INC,"195,167,863.73",158.77,Information Technology,"1,229,249.00",ENPH,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"193,532,973.30",HEWLETT PACKARD ENTERPRISE,"193,532,973.30",16.65,Information Technology,"11,623,602.00",HPE,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"191,888,517.50",SOUTHWEST AIRLINES,"191,888,517.50",35.95,Industrials,"5,337,650.00",LUV,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"191,114,025.12",LABORATORY CORPORATION OF AMERICA,"191,114,025.12",240.48,Health Care,"794,719.00",LH,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"190,774,536.68",AMEREN CORP,"190,774,536.68",80.99,Utilities,"2,355,532.00",AEE,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"188,466,066.36",FIRSTENERGY CORP,"188,466,066.36",38.61,Utilities,"4,881,276.00",FE,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"184,800,259.05",M&T BANK CORP,"184,800,259.05",124.21,Financials,"1,487,805.00",MTB,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"182,232,028.22",WALGREEN BOOTS ALLIANCE INC,"182,232,028.22",28.37,Consumer Staples,"6,423,406.00",WBA,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"181,909,638.76",INSULET CORP,"181,909,638.76",290.98,Health Care,"625,162.00",PODD,0.06,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"181,562,762.49",ENTERGY CORP,"181,562,762.49",95.73,Utilities,"1,896,613.00",ETR,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"181,454,022.75",DOVER CORP,"181,454,022.75",144.65,Industrials,"1,254,435.00",DOV,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"181,092,058.11",VERISIGN INC,"181,092,058.11",222.93,Information Technology,"812,327.00",VRSN,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"179,299,752.90",DARDEN RESTAURANTS INC,"179,299,752.90",165.30,Consumer Discretionary,"1,084,693.00",DRI,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"179,246,122.96",EXTRA SPACE STORAGE REIT INC,"179,246,122.96",147.97,Real Estate,"1,211,368.00",EXR,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"178,569,930.28",FAIR ISAAC CORP,"178,569,930.28",796.54,Information Technology,"224,182.00",FICO,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"178,037,761.29",INTERNATIONAL FLAVORS & FRAGRANCES,"178,037,761.29",77.81,Materials,"2,288,109.00",IFF,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"177,964,536.82",INVITATION HOMES INC,"177,964,536.82",34.13,Real Estate,"5,214,314.00",INVH,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"177,331,783.96",RAYMOND JAMES INC,"177,331,783.96",103.66,Financials,"1,710,706.00",RJF,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"176,672,213.04",HOLOGIC INC,"176,672,213.04",80.07,Health Care,"2,206,472.00",HOLX,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"175,102,609.16",CLOROX,"175,102,609.16",157.91,Consumer Staples,"1,108,876.00",CLX,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"174,263,009.97",WESTINGHOUSE AIR BRAKE TECHNOLOGIE,"174,263,009.97",108.01,Industrials,"1,613,397.00",WAB,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"173,084,095.80",PPL CORP,"173,084,095.80",26.18,Utilities,"6,611,310.00",PPL,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"172,815,327.70",BROADRIDGE FINANCIAL SOLUTIONS INC,"172,815,327.70",163.30,Industrials,"1,058,269.00",BR,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"172,380,097.41",NVR INC,"172,380,097.41","6,295.61",Consumer Discretionary,"27,381.00",NVR,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"171,866,865.36",TELEDYNE TECHNOLOGIES INC,"171,866,865.36",407.28,Information Technology,"421,987.00",TDY,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"170,877,465.10",VENTAS REIT INC,"170,877,465.10",47.62,Real Estate,"3,588,355.00",VTR,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"170,737,064.89",COTERRA ENERGY INC,"170,737,064.89",25.13,Energy,"6,794,153.00",CTRA,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"169,144,419.72",LAS VEGAS SANDS CORP,"169,144,419.72",57.38,Consumer Discretionary,"2,947,794.00",LVS,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"168,565,587.66",COOPER INC,"168,565,587.66",379.98,Health Care,"443,617.00",COO,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"168,454,012.57",OMNICOM GROUP INC,"168,454,012.57",94.13,Communication,"1,789,589.00",OMC,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"164,651,269.30",EXPEDITORS INTERNATIONAL OF WASHIN,"164,651,269.30",120.14,Industrials,"1,370,495.00",EXPD,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"164,275,577.40",FLEETCOR TECHNOLOGIES INC,"164,275,577.40",248.05,Financials,"662,268.00",FLT,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"163,974,439.17",FIRST SOLAR INC,"163,974,439.17",184.01,Information Technology,"891,117.00",FSLR,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"162,823,571.10",BALL CORP,"162,823,571.10",57.71,Materials,"2,821,410.00",BALL,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"162,559,622.88",CENTERPOINT ENERGY INC,"162,559,622.88",28.72,Utilities,"5,660,154.00",CNP,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"160,889,129.88",HOWMET AEROSPACE INC,"160,889,129.88",48.76,Industrials,"3,299,613.00",HWM,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"160,541,928.75",FIFTH THIRD BANCORP,"160,541,928.75",26.25,Financials,"6,115,883.00",FITB,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"160,102,927.92",ALEXANDRIA REAL ESTATE EQUITIES RE,"160,102,927.92",113.37,Real Estate,"1,412,216.00",ARE,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"159,128,329.05",MID AMERICA APARTMENT COMMUNITIES,"159,128,329.05",152.07,Real Estate,"1,046,415.00",MAA,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"158,033,066.24",UNITED AIRLINES HOLDINGS INC,"158,033,066.24",53.72,Industrials,"2,941,792.00",UAL,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"157,203,073.20",STEEL DYNAMICS INC,"157,203,073.20",109.14,Materials,"1,440,380.00",STLD,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"156,861,831.12",SKYWORKS SOLUTIONS INC,"156,861,831.12",109.88,Information Technology,"1,427,574.00",SWKS,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"154,815,671.04",PULTEGROUP INC,"154,815,671.04",77.32,Consumer Discretionary,"2,002,272.00",PHM,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"154,832,713.42",TYLER TECHNOLOGIES INC,"154,832,713.42",411.73,Information Technology,"376,054.00",TYL,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"154,599,982.68",CARNIVAL CORP,"154,599,982.68",17.16,Consumer Discretionary,"9,009,323.00",CCL,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
