Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY)
EVLV,"Evolv Technologies Holdings, Inc.",5.82,2.82685512,0.16,Buy,858994,4999345.08,863855478,,-0.6973,225,Electronic Technology,Electronic Equipment/Instruments,6.54,5.41,2.4197505,6.54,2.96,86.53846154,-41.21212121,6.54,2.41,141.49377593,6.54,1.98,12.9,1.57,1033159.8,1737859.33333333,1562381.58333333,1263673.81111111,229783000,181996000,229783000,181996000,-3,2.82685512,United States,0.00859489,4.62769855,,0,0,,-67.61171835,17.28390037,17.58241758,-92702000,-39.77985525,,276628000,-295.39170507,-0.6006,-0.12,-0.8255934,-91.94499018,-0.6973,-141.28027682,-0.122,5.76940307,5.81952749,5.69689032,4.60148349,-29.88491641,-172.57903796,-116.5570344,-84.26328099,53.99182448,30.13450023,22.11383277,8.60203486,202.94688508,12205730,4765000,8724.07407407,193.0504305,-8.06504599,31.90977489,-180244000,-693.58927259,-86406000,-1.89478933,-96.61191671,-3367.13037852,-156.54678866,-155.20702056,-164.73099013,-153.32124305,3.72313204,4.22498403,,13.09811975,15.1690814,4.45404586,2023-05-10,49.22175744,52.27512921,34.00851526,30.71496634,-31.10019556,-41.7310275,-40.95141159,135.94665071,245311.11111111,-11.03184103,113.20711417,171.92410565,76866035.65599999,5.768,5.767,5.92833333,4.15675,-4.06275751,305532000,-12.23245192,-11.15621492,218.64253394,234939000,1752000,-94.47126763,-86.17533339,121130000,101690000,55195000,148429000,2023-08-10,3.74331551,3.94906039,3.42866632,5.75,6.02446018,128.23529412,-1.68918919,109.35251799,5.966,5.3978,3.505975,-155.20702056,0,5.33039638,5.81293173,-0.6006
PFBC,Preferred Bank,57.8,0.46932035,0.27,Buy,133226,7700462.8,861335613,6.0289976,9.7336,299,Finance,Regional Banks,59.16,53,0.7621982,59.16,42.42,9.8232947,-14.4717372,74.31,42.42,-18.76317639,77.7499,42.42,224.201088,5.9,96461.7,97471.2,104263.4,106231.54444444,,,,,5.11002,0.46932035,United States,0.48607932,0.31446917,19.44444444,1.72,0.55,3.8062284,,,,,,,253784000,35.81597927,8.7001,2.866085,-3.65799586,50.06618705,9.587,42.45382547,2.474,56.72500358,54.9032694,53.97393724,55.82615167,20.49306367,47.57386556,46.50551835,43.67749897,63.48488158,37.87775448,,,,,,,,,42.43890145,-546560000,35.2938088,128842999.99999999,-3.75884732,46.28832706,40.79666623,42.74448787,40.01471181,59.44974886,55.68194082,1.45570196,1.27056284,5.15438158,2.39707187,2.83978238,,2023-04-18,68.09915005,63.39538382,,,2.23567433,22.50967786,17.78541642,37.77710739,1008113.71237458,8.94392637,88.47295457,58.21429374,13690124.654,56.51,55.881,53.41966667,55.1528,6.21534865,6461537000,0.41040371,5.1963937,-0.9817195,930958000,319131000,88.8975045,88.03492832,5804701000,5804996000,301426000,14902000,2023-07-19,2.83182766,3.03749821,3.3214578,58.17333333,55.59716308,-23.16894856,5.07180513,-16.34100449,55.4385,50.6136,63.5807,55.68194082,-25141000,53.49468677,56.07071552,8.8375
THRY,"Thryv Holdings, Inc.",24.73,0.20259319,0.05,Buy,129225,3195734.25,861191781.9999999,32.72462617,0.8781,2955,Commercial Services,Advertising/Marketing Services,26.01,24.03,1.4910173,26.01,19.8,9.08689899,76.64285714,26.01,19.61,27.08119219,28.8,17.3,42.99,8.1,131558.2,220837.53333333,173025.36666667,187390.3,18180000,28010000,18180000,28010000,0.52845528,0.20259319,United States,1.14848894,1.3092713,,0,0,,0.22990649,-17.04679927,-36.68510201,282161000,-4.85983262,4.56085633,1278500000,-46.51313189,1.4887,0.25,117.10597826,-71.47711826,0.7557,-71.24100925,0.55,24.67310018,24.63227189,24.41432237,23.32859932,-18.86710358,9.92524875,10.6344685,-21.14960539,7.2923247,-24.95278082,60.74054299,64.70294006,11.28113863,730337000,154808000,-13.46915961,-21.75723759,4.26206142,44.03759188,425704000,-46.49576184,54348000,118.46367331,-72.20614127,-69.41530908,4.52000519,2.64582719,18.57295648,17.56867515,2.23797867,2.17957667,7.54665314,0.80254645,0.75083561,1.3092713,2023-05-04,50.53558731,53.26061376,,,2.37224339,8.0242823,3.68930815,7.68470206,406899.49238579,-12.10339051,-20.37130118,-0.22615223,30601379.4262,24.656,24.65,24.58266667,23.2709,-9.42905124,1172267000,-0.47628063,-14.41526157,-17.6106891,388631000,453714000,-8.00141937,-20.30303935,795610000,777214000,1202388000,34823800,2023-08-03,0.89503662,2.1338127,1.63114325,24.70333333,24.94586939,29.95270625,1.18657938,6.54890134,24.9475,23.588,21.8386,6.11222849,0,23.99243454,24.71111506,1.5828
RGNX,REGENXBIO Inc.,19.74,1.38674884,0.27,Buy,665183,13130712.42,858022512.0000001,,-6.2456,401,Health Technology,Pharmaceuticals: Major,20.785,18.23,1.1066735,22.13,17.02,12.47863248,-75.34041224,25.54,17.02,-12.61620186,35.73,17.02,85.1,7.0701,375757.3,425800.6,408503,443194.17777778,364642000,331817000,96952000,70091000,-1.25062531,1.38674884,United States,0.20057445,3.46468567,,0,0,,-247.43488416,-15.53546463,-3.75485469,-243010000,-259.95813614,,583136000,-323.1416598,-6.4961,-1.53,-10.85024922,14.11060114,-6.2456,-389.53687822,-1.186615,19.60169458,19.58961955,19.56463549,20.1896917,-293.81376043,-210.84063731,-231.6715917,-89.93415712,-24.07860236,-293.70124374,40.1600369,47.61592062,-88.93018706,45270000,10848000,-24.85453034,-17.25400458,-87.26497478,43.69328761,-238522000,-319.27487484,-280321000,-11.24718445,13.09516051,-366.92146638,-248.67907455,-246.50140455,-233.20322203,-234.85644449,1.65581246,1.84460812,,7.82279687,7.55669139,3.46468567,2023-05-03,52.96136461,51.4629325,203.63365388,210.54138849,-30.48435651,-46.80847379,-40.72329603,-76.03386436,281107.2319202,-38.94401021,-13.8626339,-76.85277645,39329826.00940001,19.56,19.612,19.42666667,19.9399,-25.19391258,747830000,-10.25336386,-27.06716028,9.36537419,389202000,93295000,-1.58651463,6.39304816,317073000,282691000,112724000,43466200,2023-08-09,4.96124031,4.70401732,5.74374955,19.8,19.71991046,-13.26889279,-0.45385779,-27.21238938,19.6715,19.4864,21.4021,-246.54062238,0,19.61619459,19.60778649,-6.4961
BXC,Bluelinx Holdings Inc.,94.22,0.99689141,0.93,Strong Buy,34933,3291387.26,856362962.0000001,4.87794776,19.5973,2100,Distribution Services,Wholesale Distributors,96.34,88.08,1.4849174,96.34,66.13,45.9417596,147.36151221,96.34,61.7979,23.72948129,96.34,57.495,165.118883,3,70674,86450.36666667,95194.56666667,100511.08888889,298943000,376234000,298943000,376234000,0.46918319,0.99689141,United States,0.99617846,4.87727772,,0,0,,1.91999683,-32.12216592,-80.2693491,302947000,-44.72909783,3.59318284,854491000,5.10153376,31.5148,2.53,-44.48946978,-85.25447627,19.3155,-47.95194943,3.222,93.04674178,91.41587552,89.71937434,82.46379466,179.01123974,8.18861745,11.26865363,-41.82999403,29495.95588235,184.90510425,18.09735442,16.394264,7.34916393,805371000,125821000,-12.31252788,-55.74435905,-24.92139743,46.41734898,232181000,0.0145205,296176000,-44.313137,-86.64857693,-50.88717968,6.6553204,4.57647131,9.77501307,6.95324386,1.44494487,1.40215198,1.94038445,0.2186552,0.1989746,3.08477226,2023-05-02,60.3688102,59.81873622,0,0,11.80279973,32.74547227,15.72025829,4.04556462,2119149.52380952,-5.88190887,-38.73140317,-13.35527295,8746724.83465,92.64,92.825,90.56433333,80.359,12.91666979,1525730000,1.19149868,-0.55240336,-0.44131573,1113741000,608415000,-0.73856907,-0.40596174,917736000,914981000,4450214000,9088970,2023-08-09,2.65755505,2.75354227,2.79411899,93.68333333,91.82426045,29.51202749,0.93197643,34.04467207,92.145,85.113,76.10325,6.0384007,0,86.69120239,92.64284104,31.7513
SNPO,Snap One Holdings Corp.,11.19,1.91256831,0.21,Buy,21033,235359.27,852925771.0000001,,-0.2786,1652,Commercial Services,Miscellaneous Commercial Services,12.06,8.55,1.1504503,12.06,8.2513,24.61024499,-30.0625,12.38,8,36.29719854,13.26,7.02,24.5,7.02,53505.7,55805.13333333,43594.66666667,45672.45555556,21117000,34452000,21117000,34452000,-3.94849785,1.91256831,United States,0.81706404,2.51145773,,0,0,,73.04540268,-39.73043345,-15.26244953,90953000,51.13995148,15.73079251,1281810000,79.18617213,-0.1156,0.047932,-257.11645102,-544,-0.2786,36.523126,0.122849,10.91197358,10.2199889,9.99223152,9.69039298,12.56092432,-3.14483485,-1.89381628,-18.44933213,55.21379206,49.05965325,33.95508675,34.81400962,8.55796011,381591000,91025000,0.19593382,0.900092,5.10139016,70.16870714,577837000,76.30349981,-8626000,-258.9439921,-550.62611807,35.82025503,-0.76756679,-1.90619774,2.42442902,1.89254172,1.10902323,1.12369367,,0.76701862,0.74331421,0.65958729,2023-05-09,64.57304638,62.63246466,,,-1.28067507,-2.79031957,-1.62327254,11.48774867,680273.00242131,-6.03866715,-9.15316796,3.13978022,16989829.8679,10.888,10.652,9.69366667,9.78295,7.28001709,1657342000,0.29173608,2.78115419,26.81073631,425235000,612289000,6.64677563,22.96836465,895350000,907965000,1123811000,76222100,2023-08-24,3.57470211,6.55540368,6.08767063,11.13333333,10.05434027,49.59893048,-3.783319,9.92141454,10.0145,9.5727,9.550325,-2.28192025,0,9.78813018,10.63658454,-0.1156
WRLD,World Acceptance Corporation,136.7,2.07586619,2.78,Buy,22356,3056065.2,852325412,41.09300788,3.3429,3075,Finance,Finance/Rental/Leasing,147.305,121.61,1.7794759,147.305,80.96,67.79182521,19.54525579,147.305,74.36,85.3308026,147.305,58.44,265.75,2.166645,32072,49827.76666667,63464.16666667,68597.1,16508935,16508935,16508935,16508935,2.00731289,2.07586619,United States,1.76259499,,,0,0,,17.21199012,14.65024636,0.7568305,347982430,17.37374257,4.35313701,1181480000,-57.517173,3.5994,1.97,318.56183889,42.12253074,3.3266,-60.50294453,0.633333,134.02407885,129.67309846,125.86919192,108.62230215,3.74638877,46.34306357,46.37247713,24.38475314,-22.48014003,3.74638877,98.23040548,98.22925652,6.11836906,605635011,158132011,10.00512516,-3.47746618,5.97418631,48.74899375,662489783,-60.62304491,21231990,345.27028599,39.50059841,-60.62081966,3.44370281,3.4460714,12.58761667,12.59568496,2.21113653,2.21113653,2.98113885,1.38242793,1.30784892,,2023-05-04,64.40475007,63.67886653,,,1.75435937,5.60054979,1.95719813,5.86513556,200502.55739837,9.78900104,-3.30188963,5.7980722,5283703.34925,133.278,133.39,125.87933333,102.2528,-8.40767794,1157193955,-4.91250616,-8.40767794,-12.93167549,,678998718,-16.02275243,-12.93167549,771967218,771967218,616545364,6235010,2023-07-27,2.79271207,3.83857397,3.47338419,136.09333333,130.75599535,105.62575211,2.00731289,21.66251335,130.808,117.7924,92.451575,4.40581705,0,118.94152013,132.90626243,3.6928
SCS,Steelcase Inc.,7.44,-2.49017038,-0.19,Sell,633816,4715591.04,848182765,18.39307787,0.406,11900,Producer Manufacturing,Office Equipment/Supplies,8.045,7.1,1.5909964,8.53,6.39,-7.11610487,-47.97202797,8.81,6.39,-2.87206266,12.38,6.2,38.375,3.03,991374.5,1257382.7,1173351.51666667,1098172.71111111,90400000,40200000,90400000,40200000,-3.50194553,-2.49017038,United States,0.79121939,1.52904798,-8.41121495,0.49,0.1,5.376344,82.29885057,-35.37906137,203.38983051,198700000,57.44849445,7.36780455,1428470000,778.3625731,0.3004,0.09,-90.49103663,112.5,0.4045,130.87899543,0.196667,7.57191636,7.48202919,7.45029637,7.59142622,118.57755978,0.93732599,3.03964486,-100.55788006,99.41775837,165.82109479,28.43840871,29.76139096,20.81745302,919300000,236000000,-1.42021721,22.5974026,20.7806831,50.08844853,615800000,771.79487179,34000000,-90.72847682,112.72727273,128.57142857,1.05178494,1.43042111,2.12213079,3.34484247,1.01747347,1.0230165,8.62466531,0.2621592,0.26053579,0.95314843,2023-06-21,45.27309481,49.66327635,1.37350739,,2.15198386,5.64751704,3.23367482,16.58672053,271647.05882353,-6.21179993,1.51208316,9.70643939,82630965.94620001,7.648,7.567,7.29,7.6403,-2.57408226,2125500000,-3.50917015,-2.80318273,-1.84793342,815900000,656000000,-5.72003449,-5.99025509,1376600000,1296400000,3232600000,114003013,2023-09-21,5.05731625,3.62129519,3.58860668,7.54833333,7.4882277,3.47705146,-3.125,-29.81132075,7.484,7.3816,7.5392,2.1672113,-57300000,7.46587153,7.5597748,0.3014
PRDO,Perdoceo Education Corporation,12.5,0.64412238,0.08,Buy,320225,4002812.5,843474865,8.73637126,1.4544,4500,Consumer Services,Other Consumer Services,12.755,11.85,1.1529678,13.675,11.5,-6.50710546,-25.50655542,15.65,11.5,-14.32488005,15.65,9.97,70.9,2.03,355909,377920.43333333,351394.18333333,369707.91111111,518198999.99999994,520264000,118884000,99321000,1.87449063,0.64412238,United States,0.04188278,4.3321691,,0,0,,-8.09315849,61.82136025,1.00051467,152851000,-9.94886236,2.32311771,431759000,-10.21463667,1.3888,0.5,115.82332762,9.15202776,1.4308,-8.82559103,0.46,12.37259346,12.32475239,12.34691856,12.71692437,-24.96194572,19.50006329,17.06597612,-92.85193487,-84.79784057,-21.76557066,80.37177363,79.86951983,-1.54601119,558751000,156592000,11.81149589,4.40232284,-0.26426651,57.96194547,-488384000,-12.55962859,95867000,116.13287371,7.50046761,-11.43544637,13.78968596,13.88336745,19.07788748,18.76733249,1.15684933,1.10812656,7.08955224,1.20990129,1.24119328,4.3043089,2023-05-04,58.41846195,53.81267177,,,10.87789227,13.65327546,13.11053093,0.31369312,154490.66666667,11.04374237,6.90810509,2.23758043,65086377.246,12.338,12.259,12.29366667,12.87915,12.74020083,963012000,-0.44813288,14.12434065,-24.71245189,585445000,31880000,-5.79474602,-24.29711246,241502000,201840000,695208000,67478000,2023-08-09,2.09846651,2.81565917,3.81159347,12.51333333,12.39815747,-10.00719942,1.87449063,5.93220339,12.358,12.2944,12.974025,19.42340647,0,12.45801096,12.33231627,1.4112
DRQ,"Dril-Quip, Inc.",24.62,-0.48504446,-0.12,Buy,160906,3961505.72,841337043,71.90420561,0.3468,1356,Industrial Services,Oilfield Services/Equipment,25.4178,21.89,1.5268689,29.39,21.77,-13.58371358,-53.72180451,35.95,21.77,-16.48575305,35.95,19.1,121.07001,5.78,234735.8,239064.03333333,207644.38333333,241537.92222222,297036000,254264000,264803999.99999997,235343000,5.80146111,-0.48504446,United States,0.00727869,9.02244482,,0,0,,203.35852225,-19.01808786,891.7721519,25253000,251.24273822,23.50140748,741633000,100.35331788,0.0128,-0.01,1005.40540541,125.8587418,0.3424,111.74009943,0.043482,23.97465418,23.64568036,23.88843277,25.57064199,-295.64315353,-15.36636562,-27.30869285,-156.36699183,-349.00723411,-2167.28761515,26.52774325,27.67889496,19.35259397,96049000,25363000,-16.14705591,32.49921638,35.97066872,41.00078735,-247856000,100.34610457,443000,1017.06349206,125.85589617,111.40509081,0.12235203,3.16361906,-2.70969702,-0.94592183,0.96117433,0.95562478,,2.29617029,2.34368365,7.18979127,2023-05-12,70.05406722,57.43672475,3.24246693,3.09980043,1.19774395,1.32330177,1.31649427,12.11506603,267013.27433628,-6.14477245,9.2955002,13.83899299,33352340.3252,23.778,23.341,23.726,26.8447,-3.75198184,975396000,0.29624222,-0.2774739,-7.28452271,752111000,6408000,28.1087565,31.2039312,97599000,95018000,362070000,34172900,2023-07-27,3.88590327,2.97626055,4.61979448,24.64666667,23.4624223,-8.78103001,6.39585134,-3.45098039,23.5015,24.3002,25.99125,4.90916663,0,24.53312762,23.64606364,0.0129
HY,"Hyster-Yale Materials Handling, Inc.",48.96,0.49261084,0.24,Sell,47785,2339553.6,840091563.9999999,,-1.343,8200,Producer Manufacturing,Industrial Machinery,59.64,47.455,1.4398543,59.64,45.79,5.44906311,-25.66049195,59.64,29.26,60.26186579,59.64,20.99,108.13,20.99,108471.7,103009.7,97524.08333333,104270.07777778,59000000,64599999.99999999,59000000,64599999.99999999,-12.32091691,0.49261084,United States,2.19412916,1.11435172,0.38910506,1.29,0.3225,2.6552289,333.85579937,29.26829268,1197.95918367,130100000,331.08348135,10.39885906,1371610000,57.37755915,-4.3844,1.55,248.41037204,204.13802399,-1.3632,88.73434982,0.68,50.07919471,51.65914214,51.57937372,47.39086399,103.96239087,0.33255362,-0.85752688,303.57142857,-88.46153846,83.52272727,14.12225573,15.37365591,36.27957574,501100000,184200000,11.16475558,62.5772286,59.5703125,43.10196247,496000000,57.16763006,-74100000,250,206.4,88.94891945,-2.08832399,-0.60483871,0.87929431,2.32795699,4.05728932,3.28800904,,0.22655845,0.23320265,0.49732891,2023-05-02,37.03890089,43.2747257,2.83797875,,-1.0826156,-7.7532736,-4.08756472,15.36560783,432719.51219512,1.43118149,20.74673755,17.30945098,7707798.5964,50.336,52.106,51.52266667,47.9792,2.84757119,2099300000.0000005,3.60773862,2.04151072,3.7037037,1543600000,560600000,-8.57795173,17.03549061,1801100000,1827000000,3548300000,17158700,2023-08-01,2.5974026,4.30869799,5.67684242,49.08,52.31500547,91.10070258,-12.1005386,48.11677507,52.1585,51.6076,38.2518,-0.13978495,-21800000,50.77375514,51.1842691,-4.3844
MRC,MRC Global Inc.,9.96,0.3021148,0.03,Buy,275525,2744229,838755911,12.30085217,0.8238,2800,Distribution Services,Wholesale Distributors,10.6,9.26,1.5324167,10.6,8.4901,6.18336887,-55.90969456,13.9,8.48,-18.42751843,13.9,7.025,34.14,3.31,510679.7,612898.13333333,596964.76666667,615948.41111111,32000000,39000000,32000000,39000000,-1.09235353,0.3021148,United States,0.79921773,2.09917355,,0,0,,239.62264151,45.65217391,71.79487179,208000000,108,8.4988265,1759090000,230.41684759,0.6007,0.32,86.51877133,176.47554806,0.8097,448.40791738,0.38,9.89869782,9.90074871,9.81518282,9.91735545,-167.39130435,-0.92179602,-1.39760411,-571.42857143,-120,-644.44444444,18.13856676,18.62521392,46.28297362,610000000,179000000,13.29113924,31.61764706,45.11111111,76.53841055,574000000,635.71428571,75000000,61.9047619,112.5,1760,2.23015165,2.65259555,4.1926851,4.82030804,2.15838095,2.03581481,,0.2426081,0.25144335,0.98842975,2023-05-08,50.49858855,52.59514352,0,,4.8857368,12.73100616,7.38388249,26.14403601,1201071.42857143,1.84119678,19.2722372,25.25902108,79949652.5244,9.85,10.038,9.77066667,9.7792,14.06343507,2021000000,6.03357817,13.15789474,10.0591716,1270000000,613000000,9.85663082,17.43295019,1165000000,1254000000,3363000000,84212400,2023-08-07,2.64227642,3.21746823,4.13916634,9.96666667,10.09501859,-14.28571429,-0.4,-2.54403131,10.0235,9.4832,10.32115,3.8220194,-24000000,9.75411535,9.947803,0.6108
EVA,Enviva Inc.,12.37,2.99750208,0.36,Buy,880546,10892354.02,837791160,,-3.5753,1386,Process Industries,Industrial Specialties,12.99,10.0171,1.765909,25.47,6.69,-49.42763696,-57.34482759,52,6.69,-73.25983571,77.4014,6.69,91.06,6.69,1026029.9,1380285.93333333,1757744.36666667,1504093.22222222,3417000,5275000,3417000,5275000,14.00921659,2.99750208,United States,10.02138296,0.8019391,11.02484472,3.575,0.905,29.264349,169.38031592,-402.68806419,-0.82860007,49443000,46.85894199,51.6744162,3662590000,46.70544263,-2.5381,-1.71,-50.13409464,-149.08856036,-3.5753,-175.25598583,-0.668809,11.95392251,11.37279568,11.65790966,21.13972125,-5.21269769,-28.03922752,-22.4524868,61.21318225,56.37610758,34.07357711,5.05798716,3.62823294,-45.37176043,55310000.0000001,-18809000,-411.35573581,-390.71223585,-47.32979868,32.92106655,1764862000,-37.87857687,-168307000,-51.01864172,-158.01531772,-190.35377558,-15.39133329,-21.16394228,-5.88952354,-6.69141538,2.47636245,4.7430436,,0.73512171,0.75012889,0.39550694,2023-05-04,68.58935855,57.45226832,,,-10.72475553,-66.12440205,-13.11344489,4.97497346,788974.02597403,12.11469713,16.2984285,9.50607993,32103132.9831,12.03,11.405,10.72733333,21.2871,32.60109545,2544731000,-0.26294955,31.91887868,23.23005199,366499000,1770137000,3.06006481,45.36522033,2264684000,2415810000,1093518000,67727700,2023-07-26,6.6552901,6.33376515,6.9701098,12.19666667,11.32723093,-76.51860289,12.1486854,-78.60971814,11.354,11.1562,38.0478,-20.94612656,-211061000,13.65906829,11.64653392,-2.5381
VTOL,"Bristow Group, Inc.",29.89,2.04848071,0.6,Strong Buy,143150,4278753.5,837166212,,,2916,Transportation,Other Transportation,29.94,23.58,1.46009,29.94,20.08,31.21158911,-27.11533772,30.9426,20.08,8.73044744,30.9426,20.08,103.911,10.5,123035.9,177047.06666667,142440.6,144870.27777778,266014000,200543000,266014000,200543000,4.03759137,2.04848071,United States,1.07251908,1.91446074,,0,0,,-20.10086776,-29.68031609,-11.88279246,,,,1282670000,-123.85756165,-0.5534,-0.348395,78.16138097,-2620,,,0.226667,29.22976733,27.57616032,26.76437033,25.2795334,13.15227863,7.82869447,,50.44244268,-164.09484865,,16.18362746,,-12.02309859,191809000,48862000,-7.06405965,6.31418625,,75.99520224,656226000,-117.76425325,-15791000,78.18546653,-2617.85714286,,-1.33234447,,2.76298426,,1.01158569,1.04797106,,,0.71958192,1.59969316,2023-05-03,73.74681972,70.14916756,,,,,,0.60624993,406448.55967078,-3.68029289,2.16596362,,27147536.0222,29.268,28.703,26.328,24.377,-8.43214022,1898515000,4.77450068,1.80856923,-8.63556873,525351000,856769000,13.68457228,15.10173868,988911000,1100048000,1185204000,28008200,2023-08-03,2.63969832,3.21113392,3.44653331,29.66666667,27.01164841,9.48717949,4.80364656,25.7996633,27.2305,24.84,25.53785,,0,25.82274159,28.65218294,-0.5534
PRA,ProAssurance Corporation,15.48,-0.7055805,-0.11,Buy,255463,3954567.24,836348512,,-0.0557,1083,Finance,Property/Casualty Insurance,15.83,14.23,0.5515864,19.185,11.87,-16.63974152,-57.29655172,20.06,11.87,-14.19068736,24.5,11.87,63.53,2.298042,281605.2,446659.9,398108.11666667,365687.28888889,,,29959000,56434000,2.58449304,-0.7055805,United States,0.39225066,0.17459762,0,0.2,0.05,1.2919897,,,,,,,1444170000,-100.27755898,-0.0074,-0.15,-144.27244582,-73.59635812,-0.0557,-102.26717682,0.102608,15.40351427,14.94598833,14.89598823,16.24924758,-148.75802082,-3.08584207,-7.1507576,17.68183399,-328.72751598,-239.72063356,,,,,,,,,49.47461572,390061000,-100.27892648,-402000,-144.28346005,-73.42696629,-102.27057141,-0.03627854,-0.2750116,2.52993205,1.76414108,0.75665186,0.73473398,,0.76204362,0.75633291,,2023-05-09,64.48247167,59.90799538,,,-0.05585988,-0.24925022,-0.19704221,-1.47919945,1023169.89843029,-7.47621374,-4.01707928,-7.70962405,53209612.5666,15.426,15.27,14.22666667,16.7158,-8.608837,5251138000,-0.13242423,-5.33902017,0.26041316,574092000,446495000,-0.1109642,0.39912754,4154082999.999999,4112848000,1108093000,54027700,2023-08-08,3.12907432,2.63585365,2.88580438,15.54666667,14.83361138,-11.39095592,3.2688459,-34.49005501,14.948,14.8144,18.08925,-0.8192902,-10768000,15.20314027,15.23775858,-0.0074
BSIG,BrightSphere Investment Group Inc.,20.15,0.8004002,0.16,Sell,225277,4539331.55,835503133.9999999,9.64484013,2.1439,354,Finance,Investment Managers,23.009,19.885,1.234999,24,19.885,-11.89331001,38.77410468,26.88,19.885,-4.90797546,26.88,14.73,31.17,3.61,212909.1,241550.63333333,172383.5,163880.08888889,121200000,166700000,121200000,166700000,-3.81861575,0.8004002,United States,,,0,0.04,0.01,0.19851117,5.6043956,-51.67910448,-49.21568627,167100000,-12.51308901,6.62359745,1278420000,36.64927604,2.3311,0.28,-60.71578359,-46.48638355,2.0892,8.78417079,0.285,20.34707027,21.03596436,21.32867963,21.9790682,478.94736842,23.90891841,19.82543641,-179.08366534,-115.76086957,475,95.49335863,,,402600000,89200000,-25.91362126,,,32.43533714,270900000,-26.72978878,100600000,-60.52631579,-49.57983193,-33.83010432,23.86148008,22.1446384,41.17647059,37.40648379,,,10.82538524,2.14617987,2.0626158,,2023-05-04,30.57993435,34.7436005,,,17.07528122,,23.45173643,-20.87087087,1190960.4519774,-24.73895582,-18.02274716,-25.07473842,41154752.6754,20.44,20.548,21.562,22.7633,-27.47099119,546000000,5.24286816,10.50394657,-26.07407407,,437600000,25.27912969,0.06860279,540400000,554300000,421600000,41464200,2023-07-27,2.08700025,2.38861955,2.66523347,20.11166667,21.28047537,-2.89156627,-3.26452232,12.06896552,21.252,21.8118,21.27715,32.04488778,-1200000,21.71179861,20.60991877,2.392
