LongShortCouponFirstIntPmt,PrimaryDealerTendered,PrimaryDealerAccepted,DirectBidderTendered,DirectBidderAccepted,IndirectBidderTendered,IndirectBidderAccepted,CompetitiveTendered,CompetitiveAccepted,NonCompetitiveAccepted,SOMATendered,SOMAAccepted,FIMATendered,FIMAAccepted,TotalTendered,TotalAccepted,BidToCoverRatio,ReleaseTime,AmountAcceptedBelowLowRate,HighAllocationPercentage,LowDiscountRate,HighDiscountRate,MedianDiscountRate,LowYield,HighYield,MedianYield,LowPrice,HighPrice ,MedianPrice,TIINConversionFactor,AccruedInterest,StandardInterestPayment,InterestRate,OriginalCUSIP,UnadjustedPrice,UnadjustedAccruedInterest,TreasuryDirectAccepted,InvestmentRate,AdjustedPrice,AdjustedAccruedInterest,IndexRatio,ResultsPDFName  ,CUSIP    ,Date    ,LowDiscountMargin,HighDiscountMargin,MedianDiscountMargin,Spread,FRNIndexDeterminationDate,FRNIndexDeterminationRate,HighPrice,ResultsPDFName,CUSIP,Date,TreasuryRetailAccepted
                          ,113510000000,26062100000,4065000000,3265000000,25192505000,20321909000,142767505000,49649009000,1013194000,0,0,338000000,338000000,144118699000,51000203000,2.83,11:32      ,5,66.21,1.98           ,2.03            ,2.01              ,        ,         ,           ,        ,99.486861,           ,                    ,               ,                       ,            ,             ,               ,                         ,416948600.0,2.069         ,             ,                       ,          ,R_20180813_2.pdf,912796QJ1,20180813.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,152185000000,38292235000,6775000000,5825000000,26033198000,24989882400,184993198000,69107117400,892999600,0,0,0,0,185886197600,70000117000,2.66,11:31      ,5,61.41,1.85           ,1.91            ,1.885             ,        ,         ,           ,        ,99.851444,           ,                    ,               ,                       ,            ,             ,               ,                         ,652171700.0,1.939         ,             ,                       ,          ,R_20180814_1.pdf,912796NV7,20180814.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,62745000000,12850235000,4485000000,3210000000,15623212000,9273802000,82853212000,25334037000,666123000,0,0,0,0,83519335000,26000160000,3.21,11:32      ,5,99.07,2.32           ,2.365           ,2.35              ,        ,         ,           ,        ,97.608722,           ,                    ,               ,                       ,            ,             ,               ,                         ,260562200.0,2.442         ,             ,                       ,          ,R_20180814_2.pdf,912796QV4,20180814.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,121325000000,25226330000,3835000000,2831860000,24747275000,21767689000,149907275000,49825879000,874363700,0,0,300000000,300000000,151081638700,51000242700,2.96,11:31      ,5,96.86,2.0            ,2.035           ,2.02              ,        ,         ,           ,        ,99.479944,           ,                    ,               ,                       ,            ,             ,               ,                         ,382076700.0,2.074         ,             ,                       ,          ,R_20180820_1.pdf,912796QK8,20180820.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,108710000000,19809082000,2400000000,1450000000,27497005000,22616826000,138607005000,43875908000,798288500,0,0,326000000,326000000,139731293500,45000196500,3.11,11:32      ,5,62.66,2.14           ,2.185           ,2.16              ,        ,         ,           ,        ,98.895361,           ,                    ,               ,                       ,            ,             ,               ,                         ,321858500.0,2.24          ,             ,                       ,          ,R_20180820_2.pdf,912796QY8,20180820.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,158418000000,35350625000,6700000000,5044375000,29626199400,28683299400,194744199400,69078299400,922361100,0,0,0,0,195666560500,70000660500,2.8,11:31      ,5,59.25,1.86           ,1.91            ,1.88              ,        ,         ,           ,        ,99.851444,           ,                    ,               ,                       ,            ,             ,               ,                         ,660350600.0,1.939         ,             ,                       ,          ,R_20180821_1.pdf,912796PZ6,20180821.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,20230000000,2681000000,3970000000,1890000000,14616635300,9393787300,38816635300,13964787300,35221200,986728200,986728200,0,0,39838584700,14986736700,2.78,13:02      ,5,69.55,               ,                ,                  ,0.627   ,0.724    ,0.681      ,        ,100.986989,           ,1.258094429         ,               ,                       ,0.625       ,             ,99.550476      ,2.35656                  ,11747200.0,              ,100.986989   ,2.39057                ,1.01443   ,R_20180823_1.pdf,9128284H0,20180823.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,119675000000,26123700000,3715000000,2751750000,22537725500,20173825500,145927725500,49049275500,960816600,0,0,990000000,990000000,147878542100,51000092100,2.9,11:31      ,5,21.0,2.03           ,2.08            ,2.06              ,        ,         ,           ,        ,99.474222,           ,                    ,               ,                       ,            ,             ,               ,                         ,401912600.0,2.12          ,             ,                       ,          ,R_20180827_1.pdf,912796QL6,20180827.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,107700000000,21359250000,2205000000,1638250000,26108023000,20271423000,136013023000,43268923000,743373700,0,0,988000000,988000000,137744396700,45000296700,3.06,11:31      ,5,33.0,2.17           ,2.21            ,2.19              ,        ,         ,           ,        ,98.882722,           ,                    ,               ,                       ,            ,             ,               ,                         ,306433000.0,2.266         ,             ,                       ,          ,R_20180827_2.pdf,912796PT0,20180827.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,67861000000,15102395000,6701000000,4861000000,29157467000,15572871000,103719467000,35536266000,363923900,2537301200,2537301200,100000000,100000000,106720692100,38537491100,2.89,13:02      ,5,42.73,               ,                ,                  ,1.888   ,2.655    ,2.625      ,        ,99.94194,           ,                    ,               ,13.125                 ,2.625       ,             ,               ,                         ,186862900.0,              ,             ,                       ,          ,R_20180827_3.pdf,9128284Y3,20180827.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,152750000000,38250715000,7025000000,6525000000,19310927600,19266420600,179085927600,64042135600,958327600,0,0,0,0,180044255200,65000463200,2.77,11:31      ,5,18.31,1.87           ,1.93            ,1.9               ,        ,         ,           ,        ,99.849889,           ,                    ,               ,                       ,            ,             ,               ,                         ,644705800.0,1.96          ,             ,                       ,          ,R_20180828_1.pdf,912796QA0,20180828.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,56605000000,9141549200,5180000000,3330000000,30418300000,24474488800,92203300000,36946038000,54008400,2607781700,2607781700,0,0,94865090100,39607828100,2.49,13:02      ,5,43.94,               ,                ,                  ,2.6     ,2.765    ,2.721      ,        ,99.930401,           ,                    ,               ,13.75                  ,2.75        ,             ,               ,                         ,28701400.0,              ,             ,                       ,          ,R_20180828_2.pdf,9128284X5,20180828.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,39267000000,8811925000,1870000000,1450000000,8881200000,6712837500,50018200000,16974762500,25290100,1198170100,1198170100,0,0,51241660200,18198222700,2.94,11:31      ,5,66.65,               ,                ,                  ,        ,         ,           ,        ,99.991756,           ,                    ,0.178865084    ,                       ,            ,             ,               ,                         ,10584100.0,              ,             ,                       ,          ,R_20180829_1.pdf,912828Y53,20180829.0,0.02             ,0.047             ,0.04                ,0.043 ,2018-08-27               ,2.08,,,,,
                          ,49425000000,6670200000,8828000000,5877040000,23901890000,18438250000,82154890000,30985490000,14554900,2184898200,2184898200,0,0,84354343100,33184943100,2.65,13:01      ,5,49.68,               ,                ,                  ,2.7     ,2.844    ,2.807      ,        ,99.407159,           ,                    ,               ,13.75                  ,2.75        ,             ,               ,                         ,9819900.0,              ,             ,                       ,          ,R_20180829_2.pdf,9128284Z0,20180829.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,113060000000,23874256000,3345000000,2320000000,20953283500,20773283500,137358283500,46967539500,927630800,0,0,105000000,105000000,138390914300,48000170300,2.88,11:32      ,5,25.14,2.05           ,2.095           ,2.075             ,        ,         ,           ,        ,99.470431,           ,                    ,               ,                       ,            ,             ,               ,                         ,398903300.0,2.135         ,             ,                       ,          ,R_20180904_1.pdf,912796PE3,20180904.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,98840000000,19616800000,2255000000,1309090000,25345938000,20056048000,126440938000,40981938000,718185400,0,0,300000000,300000000,127459123400,42000123400,3.03,11:32      ,5,40.9,2.2            ,2.24            ,2.22              ,        ,         ,           ,        ,98.867556,           ,                    ,               ,                       ,            ,             ,               ,                         ,313808200.0,2.297         ,             ,                       ,          ,R_20180904_2.pdf,912796QZ5,20180904.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,121850000000,30839160000,4475000000,3425000000,20014956400,19491754400,146339956400,53755914400,941563200,0,0,303000000,303000000,147584519600,55000477600,2.68,13:01      ,5,61.33,1.91           ,1.97            ,1.93              ,        ,         ,           ,        ,99.846778,           ,                    ,               ,                       ,            ,             ,               ,                         ,668041200.0,2.0           ,             ,                       ,          ,R_20180904_3.pdf,912796QB8,20180904.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,118007000000,26674070000,3480000000,2619570000,22452093000,17695643000,143939093000,46989283000,910861400,0,0,100000000,100000000,144949954400,48000144400,3.02,11:31      ,5,89.57,2.055          ,2.11            ,2.09              ,        ,         ,           ,        ,99.466639,           ,                    ,               ,                       ,            ,             ,               ,                         ,423576400.0,2.151         ,             ,                       ,          ,R_20180910_1.pdf,912796QN2,20180910.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100385000000,18995176000,2555000000,1661754000,27829888000,20389988000,130769888000,41046918000,653155300,0,0,300000000,300000000,131723043300,42000073300,3.14,11:32      ,5,26.12,2.23           ,2.265           ,2.25              ,        ,         ,           ,        ,98.854917,           ,                    ,               ,                       ,            ,             ,               ,                         ,303819500.0,2.323         ,             ,                       ,          ,R_20180910_2.pdf,912796RB7,20180910.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,65282000000,8384725000,4295000000,1880605000,27574825000,15137016100,97151825000,25402346100,596208300,0,0,1700000,1700000,97749733300,26000254400,3.76,11:31      ,5,27.07,2.42           ,2.465           ,2.45              ,        ,         ,           ,        ,97.507611,           ,                    ,               ,                       ,            ,             ,               ,                         ,240395800.0,2.547         ,             ,                       ,          ,R_20180911_1.pdf,912796RA9,20180911.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,109125000000,21528250000,5900000000,5050000000,17437142000,17341307500,132462142000,43919557500,980517100,0,0,100000000,100000000,133542659100,45000074600,2.97,11:31      ,5,15.9,1.91           ,1.975           ,1.95              ,        ,         ,           ,        ,99.846389,           ,                    ,               ,                       ,            ,             ,               ,                         ,708187200.0,2.006         ,             ,                       ,          ,R_20180911_2.pdf,912796NZ8,20180911.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,65126000000,14958752400,5371000000,3731000000,23210200000,16099753500,93707200000,34789505900,110513200,0,0,100000000,100000000,93917713200,35000019100,2.68,13:02      ,5,55.37,               ,                ,                  ,2.6     ,2.821    ,2.795      ,        ,99.797279,           ,                    ,0.15193        ,13.75                  ,2.75        ,             ,               ,                         ,44621700.0,              ,             ,                       ,          ,R_20180911_3.pdf,9128285A4,20180911.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,36168000000,5203000000,4242000000,3090000000,18903385000,14691575000,59313385000,22984575000,15429800,0,0,0,0,59328814800,23000004800,2.58,13:01      ,5,19.38,               ,                ,                  ,2.8     ,2.957    ,2.916      ,        ,99.296918,           ,                    ,2.57813        ,14.375                 ,2.875       ,             ,               ,                         ,10117800.0,              ,             ,                       ,          ,R_20180912_1.pdf,9128284V9,20180912.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,21954000000,4049031000,2353000000,1692857500,10748570000,9254899000,35055570000,14996787500,3223900,0,0,0,0,35058793900,15000011400,2.34,13:01      ,5,79.43,               ,                ,                  ,2.688   ,3.088    ,3.05       ,        ,98.286448,           ,                    ,2.69022        ,15.0                   ,3.0         ,             ,               ,                         ,1761900.0,              ,             ,                       ,          ,R_20180913_1.pdf,912810SD1,20180913.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,106490000000,21243120000,2120000000,1236455000,20170861000,18456711500,128780861000,40936286500,760612100,0,0,303300000,303300000,129844773100,42000198600,3.09,11:31      ,5,32.91,2.24           ,2.29            ,2.27              ,        ,         ,           ,        ,98.842278,           ,                    ,               ,                       ,            ,             ,               ,                         ,322032000.0,2.349         ,             ,                       ,          ,R_20180917_1.pdf,912796RC5,20180917.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,114185000000,23062407500,2895000000,2045000000,22620415000,21588455000,139700415000,46695862500,1053199800,0,0,251000000,251000000,141004614800,48000062300,2.94,11:31      ,5,4.51,2.08           ,2.125           ,2.1               ,        ,         ,           ,        ,99.462847,           ,                    ,               ,                       ,            ,             ,               ,                         ,458898100.0,2.166         ,             ,                       ,          ,R_20180917_2.pdf,912796QP7,20180917.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,106300000000,15235725000,4375000000,3325780000,23376469300,20278340800,134051469300,38839845800,970633400,0,0,190000000,190000000,135212102700,40000479200,3.38,11:31      ,5,50.39,1.96           ,2.02            ,1.99              ,        ,         ,           ,        ,99.842889,           ,                    ,               ,                       ,            ,             ,               ,                         ,698032400.0,2.051         ,             ,                       ,          ,R_20180918_1.pdf,912796QD4,20180918.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,17476000000,2379096000,1664000000,974668000,9128440000,7632440000,28268440000,10986204000,13803500,0,0,0,0,28282243500,11000007500,2.57,13:01      ,5,13.36,               ,                ,                  ,0.8     ,0.91     ,0.855      ,        ,98.890361,           ,1.493925222         ,               ,                       ,0.75        ,             ,98.503243      ,1.52853                  ,4624500.0,              ,98.890361    ,1.53454                ,1.00393   ,R_20180920_1.pdf,912828Y38,20180920.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,115505000000,22293452000,5775000000,4875000000,21244045000,18917203000,142524045000,46085655000,939583500,0,0,975000000,975000000,144438628500,48000238500,3.01,11:31      ,5,11.22,2.13           ,2.18            ,2.16              ,        ,         ,           ,        ,99.448944,           ,                    ,               ,                       ,            ,             ,               ,                         ,408979000.0,2.223         ,             ,                       ,          ,R_20180924_1.pdf,912796QQ5,20180924.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,104575000000,15216316000,3695000000,2432410000,27946419000,22632219000,136216419000,40280945000,841550500,0,0,878000000,878000000,137935969500,42000495500,3.28,11:31      ,5,88.04,2.3            ,2.32            ,2.31              ,        ,         ,           ,        ,98.827111,           ,                    ,               ,                       ,            ,             ,               ,                         ,341889500.0,2.38          ,             ,                       ,          ,R_20180924_2.pdf,912796PX1,20180924.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,63349000000,17024568000,6469000000,4894000000,19853395000,14590649400,89671395000,36509217400,390858100,0,0,100000000,100000000,90162253100,37000075500,2.44,13:01      ,5,44.96,               ,                ,                  ,2.7     ,2.829    ,2.8        ,        ,99.847531,           ,                    ,0.07555        ,13.75                  ,2.75        ,             ,               ,                         ,209669400.0,              ,             ,                       ,          ,R_20180924_3.pdf,9128285B2,20180924.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,103000000000,23178650000,5425000000,4575000000,11602437600,10321787600,120027437600,38075437600,991710400,0,0,933000000,933000000,121952148000,40000148000,3.05,11:32      ,5,31.96,2.0            ,2.08            ,2.045             ,        ,         ,           ,        ,99.838222,           ,                    ,               ,                       ,            ,             ,               ,                         ,704290400.0,2.112         ,             ,                       ,          ,R_20180925_1.pdf,912796QE2,20180925.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,38295000000,5850726000,1500000000,1366990000,12198925000,9770186000,51993925000,16987902000,12156900,0,0,0,0,52006081900,17000058900,3.06,11:32      ,5,33.98,               ,                ,                  ,        ,         ,           ,        ,99.986524,           ,                    ,0.347411365    ,                       ,            ,             ,               ,                         ,2922900.0,              ,             ,                       ,          ,R_20180925_2.pdf,912828Y53,20180925.0,0.02             ,0.05              ,0.04                ,0.043 ,2018-09-24               ,2.18,,,,,
                          ,59354000000,12495168000,5036000000,3501000000,26519500000,21965100000,90909500000,37961268000,38778700,0,0,0,0,90948278700,38000046700,2.39,13:01      ,5,44.7,               ,                ,                  ,2.88    ,2.997    ,2.966      ,        ,99.437571,           ,                    ,0.07898        ,14.375                 ,2.875       ,             ,               ,                         ,20396700.0,              ,             ,                       ,          ,R_20180925_3.pdf,9128285D8,20180925.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,47430000000,7828496000,6071400000,3956400000,22389950000,19191726800,75891350000,30976622800,23425500,0,0,0,0,75914775500,31000048300,2.45,13:01      ,5,15.76,               ,                ,                  ,2.588   ,3.034    ,2.985      ,        ,99.786973,           ,                    ,0.08242        ,15.0                   ,3.0         ,             ,               ,                         ,18367500.0,              ,             ,                       ,          ,R_20180927_1.pdf,9128285C0,20180927.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,114246000000,27424600000,5000000000,4071150000,19970840800,14884320800,139216840800,46380070800,1162977600,0,0,457000000,457000000,140836818400,48000048400,2.93,11:31      ,5,84.6,2.125          ,2.175           ,2.16              ,        ,         ,           ,        ,99.450208,           ,                    ,               ,                       ,            ,             ,               ,                         ,463800900.0,2.217         ,             ,                       ,          ,R_20181001_1.pdf,912796PK9,20181001.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,102020000000,23403280000,2450000000,1662960000,15588581000,15588581000,120058581000,40654821000,880209000,0,0,465000000,465000000,121403790000,42000030000,2.89,11:32      ,5,62.96,2.28           ,2.335           ,2.3               ,        ,         ,           ,        ,98.819528,           ,                    ,               ,                       ,            ,             ,               ,                         ,345969100.0,2.396         ,             ,                       ,          ,R_20181001_2.pdf,912796RD3,20181001.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,102078300000,19758112500,4700000000,3698500000,16921630300,15478469100,123699930300,38935081600,1064970300,0,0,0,0,124764900600,40000051900,3.12,11:31      ,5,74.75,2.07           ,2.105           ,2.09              ,        ,         ,           ,        ,99.836278,           ,                    ,               ,                       ,            ,             ,               ,                         ,736203300.0,2.138         ,             ,                       ,          ,R_20181002_1.pdf,912796QF9,20181002.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,97120000000,23512705000,2410000000,1525000000,16256760000,15607540000,115786760000,40645245000,854976500,0,0,500000000,500000000,117141736500,42000221500,2.79,11:31      ,5,50.26,2.32           ,2.38            ,2.35              ,        ,         ,           ,        ,98.796778,           ,                    ,               ,                       ,            ,             ,               ,                         ,314152100.0,2.442         ,             ,                       ,          ,R_20181009_1.pdf,912796RG6,20181009.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,115215000000,33108880000,3730000000,3122675000,10011249000,10011249000,128956249000,46242804000,1284900500,0,0,473000000,473000000,130714149500,48000704500,2.72,11:31      ,5,57.07,2.13           ,2.22            ,2.19              ,        ,         ,           ,        ,99.438833,           ,                    ,               ,                       ,            ,             ,               ,                         ,534350000.0,2.264         ,             ,                       ,          ,R_20181009_2.pdf,912796QS1,20181009.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,68185000000,9056965000,2780000000,1802295000,18885383000,14457183000,89850383000,25316443000,683794500,0,0,0,0,90534177500,26000237500,3.48,13:01      ,5,4.59,2.53           ,2.58            ,2.56              ,        ,         ,           ,        ,97.391333,           ,                    ,               ,                       ,            ,             ,               ,                         ,240468700.0,2.668         ,             ,                       ,          ,R_20181009_3.pdf,912796RF8,20181009.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,107762000000,22109420000,3000000000,2150000000,14983864500,14541454500,125745864500,38800874500,1174153500,26000000,26000000,25000000,25000000,126971018000,40026028000,3.17,13:01      ,5,70.69,2.085          ,2.135           ,2.11              ,        ,         ,           ,        ,99.833944,           ,                    ,               ,                       ,            ,             ,               ,                         ,791020500.0,2.168         ,             ,                       ,          ,R_20181009_4.pdf,912796PD5,20181009.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,60264000000,15469960000,5735000000,3487000000,26007650000,16746660000,92006650000,35703620000,96461000,0,0,200000000,200000000,92303111000,36000081000,2.56,11:31      ,5,32.32,               ,                ,                  ,2.89    ,2.989    ,2.955      ,        ,99.675199,           ,                    ,               ,14.375                 ,2.875       ,             ,               ,                         ,41508000.0,              ,             ,                       ,          ,R_20181010_1.pdf,9128285F3,20181010.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,34619000000,6923757500,2278000000,1240945000,17963165000,14809678600,54860165000,22974381100,25667900,0,0,0,0,54885832900,23000049000,2.39,13:01      ,5,45.89,               ,                ,                  ,3.12    ,3.225    ,3.18       ,        ,97.065145,           ,                    ,4.76563        ,14.375                 ,2.875       ,             ,               ,                         ,8620900.0,              ,             ,                       ,          ,R_20181010_2.pdf,9128284V9,20181010.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,21864000000,3421101000,2566000000,1916000000,11860104000,9660865200,36290104000,14997966200,2034200,0,0,0,0,36292138200,15000000400,2.42,13:01      ,5,5.26,               ,                ,                  ,3.23    ,3.344    ,3.309      ,        ,93.532007,           ,                    ,4.97283        ,15.0                   ,3.0         ,             ,               ,                         ,787200.0,              ,             ,                       ,          ,R_20181011_1.pdf,912810SD1,20181011.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,113925000000,26562080000,3540000000,2731440000,14325098000,14325098000,131790098000,43618618000,1057807500,0,0,324000000,324000000,133171905500,45000425500,2.96,11:31      ,5,41.44,2.19           ,2.27            ,2.235             ,        ,         ,           ,        ,99.426194,           ,                    ,               ,                       ,            ,             ,               ,                         ,450514000.0,2.315         ,             ,                       ,          ,R_20181015_1.pdf,912796QT9,20181015.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,94040000000,22254805000,1980000000,1130000000,14689194000,14300844000,110709194000,37685649000,814405600,0,0,500000000,500000000,112023599600,39000054600,2.87,11:32      ,5,22.33,2.275          ,2.415           ,2.38              ,        ,         ,           ,        ,98.779083,           ,                    ,               ,                       ,            ,             ,               ,                         ,323487400.0,2.479         ,             ,                       ,          ,R_20181015_2.pdf,912796RH4,20181015.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,97350000000,25612540000,4950000000,4200000000,9146832000,9146832000,111446832000,38959372000,1040670300,0,0,0,0,112487502300,40000042300,2.81,11:31      ,5,59.03,2.1            ,2.155           ,2.12              ,        ,         ,           ,        ,99.832389,           ,                    ,               ,                       ,            ,             ,               ,                         ,742022300.0,2.189         ,             ,                       ,          ,R_20181016_1.pdf,912796QJ1,20181016.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,63050000000,15442115000,4750000000,3764215000,10445000000,5705750000,78245000000,24912080000,83092500,0,0,5000000,5000000,78333092500,25000172500,3.13,           ,5,28.43,2.115          ,2.17            ,2.145             ,        ,         ,           ,        ,99.6745,           ,                    ,               ,                       ,            ,             ,               ,                         ,47700500.0,2.207         ,             ,                       ,          ,R_20181016_2.pdf,912796UD9,20181016.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,7021000000,1166187000,335000000,46995000,4225800000,3784893700,11581800000,4998075700,1927400,0,0,0,0,11583727400,5000003100,2.32,13:01      ,5,47.98,               ,                ,                  ,0.888   ,1.235    ,1.17       ,        ,96.357546,           ,2.027603798         ,               ,                       ,1.0         ,             ,94.23813       ,2.09239                  ,1074400.0,              ,96.357546    ,2.13945                ,1.02249   ,R_20181018_1.pdf,912810SB5,20181018.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,94160000000,17309680000,1950000000,955000000,24155295100,18846177100,120265295100,37110857100,889217500,0,0,1000000000,1000000000,122154512600,39000074600,3.13,11:31      ,5,50.52,2.38           ,2.425           ,2.405             ,        ,         ,           ,        ,98.774028,           ,                    ,               ,                       ,            ,             ,               ,                         ,395424600.0,2.489         ,             ,                       ,          ,R_20181022_1.pdf,912796QC6,20181022.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,111515000000,22864040000,3625000000,2555640000,20549051000,17491443000,135689051000,42911123000,1088930700,0,0,1000000000,1000000000,137777981700,45000053700,3.06,11:31      ,5,11.28,2.245          ,2.3             ,2.28              ,        ,         ,           ,        ,99.418611,           ,                    ,               ,                       ,            ,             ,               ,                         ,426366500.0,2.346         ,             ,                       ,          ,R_20181022_2.pdf,912796QU6,20181022.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,99850000000,26264500000,4235000000,3515625000,9197542600,9186025700,113282542600,38966150700,1034004200,0,0,0,0,114316546800,40000154900,2.86,11:31      ,5,12.25,2.11           ,2.18            ,2.14              ,        ,         ,           ,        ,99.824389,           ,                    ,               ,                       ,            ,             ,               ,                         ,764357000.0,2.214         ,             ,                       ,          ,R_20181023_1.pdf,912796QK8,20181023.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,71000000000,14731755000,2850000000,1783795000,11779998000,8378638000,85629998000,24894188000,88917500,0,0,17000000,17000000,85735915500,25000105500,3.43,11:31      ,5,21.38,2.13           ,2.18            ,2.16              ,        ,         ,           ,        ,99.673,           ,                    ,               ,                       ,            ,             ,               ,                         ,46619500.0,2.218         ,             ,                       ,          ,R_20181023_2.pdf,912796UE7,20181023.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,67026000000,15699606600,3860000000,2060000000,30076392000,19713260200,100962392000,37472866800,427328300,0,0,100000000,100000000,101489720300,38000195100,2.67,13:01      ,5,54.21,               ,                ,                  ,2.77    ,2.88     ,2.859      ,        ,99.99035,           ,                    ,               ,14.375                 ,2.875       ,             ,               ,                         ,185838000.0,              ,             ,                       ,          ,R_20181023_3.pdf,9128285G1,20181023.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,43160000000,9096480000,675000000,25000000,19237000000,9841770000,63072000000,18963250000,37118500,0,0,0,0,63109118500,19000368500,3.32,11:31      ,5,88.76,               ,                ,                  ,        ,         ,           ,        ,100.0,           ,                    ,               ,                       ,            ,             ,               ,                         ,8592500.0,              ,             ,                       ,          ,R_20181024_1.pdf,9128285H9,20181024.0,0.02             ,0.045             ,0.04                ,0.045 ,2018-10-22               ,2.3,,,,,
                          ,60267000000,15202650000,2227000000,727000000,27191340000,22928965000,89685340000,38858615000,41390200,0,0,100000000,100000000,89826730200,39000005200,2.3,13:01      ,5,48.65,               ,                ,                  ,2.85    ,2.977    ,2.94       ,        ,99.529382,           ,                    ,               ,14.375                 ,2.875       ,             ,               ,                         ,23838200.0,              ,             ,                       ,          ,R_20181024_2.pdf,9128285K2,20181024.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,47893000000,9339472500,2966100000,1616100000,23301580000,20024198700,74160680000,30979771200,20229100,0,0,0,0,74180909100,31000000300,2.39,13:01      ,5,16.21,               ,                ,                  ,2.688   ,3.074    ,3.024      ,        ,99.53712,           ,                    ,               ,15.0                   ,3.0         ,             ,               ,                         ,13839100.0,              ,             ,                       ,          ,R_20181025_1.pdf,9128285J5,20181025.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,90652000000,17570385000,2755000000,1880000000,22796445900,18325533900,116203445900,37775918900,824767800,0,0,400000000,400000000,117428213700,39000686700,3.01,11:31      ,5,92.54,2.39           ,2.43            ,2.41              ,        ,         ,           ,        ,98.7715,           ,                    ,               ,                       ,            ,             ,               ,                         ,352398800.0,2.494         ,             ,                       ,          ,R_20181029_1.pdf,912796RJ0,20181029.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100910000000,19792235000,8490000000,7549317500,19328966700,15916666700,128728966700,43258219200,1160422700,0,0,582000000,582000000,130471389400,45000641900,2.9,11:31      ,5,79.09,2.25           ,2.305           ,2.29              ,        ,         ,           ,        ,99.417347,           ,                    ,               ,                       ,            ,             ,               ,                         ,446988200.0,2.351         ,             ,                       ,          ,R_20181029_2.pdf,912796PP8,20181029.0,                 ,                  ,                    ,      ,                         ,,,,,,
