Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Type,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"34,084,736.64",CARLISLE COMPANIES INC,"34,084,736.64",257.22,Industrials,"132,512.00",CSL,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"34,014,098.08",CITIZENS FINANCIAL GROUP INC,"34,014,098.08",26.93,Financials,"1,263,056.00",CFG,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"33,805,906.38",SS AND C TECHNOLOGIES HOLDINGS INC,"33,805,906.38",59.49,Industrials,"568,262.00",SSNC,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"33,799,623.64",MGM RESORTS INTERNATIONAL,"33,799,623.64",43.09,Consumer Discretionary,"784,396.00",MGM,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"33,630,142.08",EVEREST GROUP LTD,"33,630,142.08",351.28,Financials,"95,736.00",EG,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"33,621,431.70",AUTOMATIC DATA PROCESSING INC,"33,621,431.70",218.74,Industrials,"153,705.00",ADP,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"33,560,364.68",TRIMBLE INC,"33,560,364.68",52.07,Information Technology,"644,524.00",TRMB,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"33,491,174.60",RIVIAN AUTOMOTIVE INC CLASS A,"33,491,174.60",24.70,Consumer Discretionary,"1,355,918.00",RIVN,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"33,297,364.44",WR BERKLEY CORP,"33,297,364.44",59.86,Financials,"556,254.00",WRB,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"33,136,770.38",SUN COMMUNITIES REIT INC,"33,136,770.38",131.81,Real Estate,"251,398.00",SUI,,0.07,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"32,499,754.72",FIRST CITIZENS BANCSHARES INC CLAS,"32,499,754.72","1,284.88",Financials,"25,294.00",FCNCA,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"32,467,234.28",MASCO CORP,"32,467,234.28",55.21,Industrials,"588,068.00",MAS,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"32,431,097.88",ZEBRA TECHNOLOGIES CORP CLASS A,"32,431,097.88",295.22,Information Technology,"109,854.00",ZBRA,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"32,282,482.55",HOST HOTELS & RESORTS REIT INC,"32,282,482.55",17.45,Real Estate,"1,849,999.00",HST,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"31,733,065.71",CARMAX INC,"31,733,065.71",81.39,Consumer Discretionary,"389,889.00",KMX,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"31,705,768.50",MOSAIC,"31,705,768.50",36.75,Materials,"862,742.00",MOS,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"31,564,765.75",GAMING AND LEISURE PROPERTIES REIT,"31,564,765.75",47.95,Real Estate,"658,285.00",GLPI,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"31,514,774.30",KIMCO REALTY REIT CORP,"31,514,774.30",19.90,Real Estate,"1,583,657.00",KIM,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"31,482,702.50",WESTERN DIGITAL CORP,"31,482,702.50",37.67,Information Technology,"835,750.00",WDC,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"31,446,479.36",LEIDOS HOLDINGS INC,"31,446,479.36",88.04,Industrials,"357,184.00",LDOS,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"31,413,933.95",AMERICAN HOMES RENT REIT CLASS A,"31,413,933.95",36.05,Real Estate,"871,399.00",AMH,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"31,061,753.40",JB HUNT TRANSPORT SERVICES INC,"31,061,753.40",179.61,Industrials,"172,940.00",JBHT,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"31,030,623.60",BILL HOLDINGS INC,"31,030,623.60",115.60,Information Technology,"268,431.00",BILL,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"30,959,826.05",CARDINAL HEALTH INC,"30,959,826.05",93.97,Health Care,"329,465.00",CAH,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"30,862,825.44",VIATRIS INC,"30,862,825.44",9.86,Health Care,"3,130,104.00",VTRS,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"30,675,870.00",PACKAGING CORP OF AMERICA,"30,675,870.00",132.50,Materials,"231,516.00",PKG,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"30,252,728.82",CELANESE CORP,"30,252,728.82",116.94,Materials,"258,703.00",CE,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"30,199,609.44",AMDOCS LTD,"30,199,609.44",97.02,Information Technology,"311,272.00",DOX,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"30,148,709.76",MOLSON COORS BREWING CLASS B,"30,148,709.76",65.92,Consumer Staples,"457,353.00",TAP,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,951,524.20",LOEWS CORP,"29,951,524.20",60.45,Financials,"495,476.00",L,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,874,278.70",OWENS CORNING,"29,874,278.70",127.13,Industrials,"234,990.00",OC,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Cash,USD,-,1.0,United States,USD,"29,802,524.59",USD CASH,"29,802,524.59",100.00,Cash and/or Derivatives,"29,802,525.00",USD,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,801,329.00",HORMEL FOODS CORP,"29,801,329.00",39.35,Consumer Staples,"757,340.00",HRL,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,778,016.00",NISOURCE INC,"29,778,016.00",27.52,Utilities,"1,082,050.00",NI,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,533,443.66",CAMDEN PROPERTY TRUST REIT,"29,533,443.66",108.78,Real Estate,"271,497.00",CPT,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,426,387.55",HEALTHPEAK PROPERTIES INC,"29,426,387.55",20.55,Real Estate,"1,431,941.00",PEAK,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,397,218.85",AECOM,"29,397,218.85",85.81,Industrials,"342,585.00",ACM,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,367,524.56",LIFE STORAGE INC,"29,367,524.56",132.11,Real Estate,"222,296.00",LSI,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"29,158,436.24",ROYALTY PHARMA PLC CLASS A,"29,158,436.24",30.01,Health Care,"971,624.00",RPRX,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,089,663.44",LIVE NATION ENTERTAINMENT INC,"29,089,663.44",91.76,Communication,"317,019.00",LYV,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"29,007,307.68",TELEFLEX INC,"29,007,307.68",235.92,Health Care,"122,954.00",TFX,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"28,991,195.25",FMC CORP,"28,991,195.25",104.25,Materials,"278,093.00",FMC,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"28,830,039.00",INTERNATIONAL PAPER,"28,830,039.00",31.80,Materials,"906,605.00",IP,,0.06,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"27,645,315.09",EXACT SCIENCES CORP,"27,645,315.09",90.57,Health Care,"305,237.00",EXAS,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"27,541,978.80",DARDEN RESTAURANTS INC,"27,541,978.80",163.45,Consumer Discretionary,"168,504.00",DRI,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"27,489,474.30",CHARLES RIVER LABORATORIES INTERNA,"27,489,474.30",206.89,Health Care,"132,870.00",CRL,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"27,450,965.00",BORGWARNER INC,"27,450,965.00",44.95,Consumer Discretionary,"610,700.00",BWA,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"27,326,970.58",REGENCY CENTERS REIT CORP,"27,326,970.58",61.31,Real Estate,"445,718.00",REG,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"27,291,380.10",CHESAPEAKE ENERGY CORP,"27,291,380.10",82.15,Energy,"332,214.00",CHK,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"27,067,483.82",REXFORD INDUSTRIAL REALTY REIT INC,"27,067,483.82",51.61,Real Estate,"524,462.00",REXR,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"26,846,264.70",HENRY SCHEIN INC,"26,846,264.70",78.66,Health Care,"341,295.00",HSIC,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,796,672.68",PENTAIR,"26,796,672.68",62.84,Industrials,"426,427.00",PNR,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,789,415.68",LENNOX INTERNATIONAL INC,"26,789,415.68",320.08,Industrials,"83,696.00",LII,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,588,200.32",SHERWIN WILLIAMS,"26,588,200.32",255.42,Materials,"104,096.00",SHW,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,509,002.80",ECOLAB INC,"26,509,002.80",183.40,Materials,"144,542.00",ECL,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,388,151.20",EASTMAN CHEMICAL,"26,388,151.20",84.96,Materials,"310,595.00",EMN,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,Germany,USD,"26,364,242.34",QIAGEN NV,"26,364,242.34",44.61,Health Care,"590,994.00",QGEN,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"26,165,943.57",QORVO INC,"26,165,943.57",100.23,Information Technology,"261,059.00",QRVO,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"26,116,628.64",FOX CORP CLASS A,"26,116,628.64",34.08,Communication,"766,333.00",FOXA,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,088,534.36",DARLING INGREDIENTS INC,"26,088,534.36",62.86,Consumer Staples,"415,026.00",DAR,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"26,054,737.80",US FOODS HOLDING CORP,"26,054,737.80",43.90,Consumer Staples,"593,502.00",USFD,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,998,350.04",ARAMARK,"25,998,350.04",42.38,Consumer Discretionary,"613,458.00",ARMK,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,952,463.84",GLOBE LIFE INC,"25,952,463.84",111.66,Financials,"232,424.00",GL,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,938,604.08",CUBESMART REIT,"25,938,604.08",44.28,Real Estate,"585,786.00",CUBE,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,939,545.25",REGAL REXNORD CORP,"25,939,545.25",149.75,Industrials,"173,219.00",RRX,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"25,878,343.84",WYNN RESORTS LTD,"25,878,343.84",101.32,Consumer Discretionary,"255,412.00",WYNN,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"25,720,726.25",NETAPP INC,"25,720,726.25",76.25,Information Technology,"337,321.00",NTAP,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,710,805.68",JUNIPER NETWORKS INC,"25,710,805.68",31.08,Information Technology,"827,246.00",JNPR,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,693,149.00",BROWN & BROWN INC,"25,693,149.00",67.80,Financials,"378,955.00",BRO,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"25,238,639.58",OKTA INC CLASS A,"25,238,639.58",68.53,Information Technology,"368,286.00",OKTA,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,028,867.89",UNUM,"25,028,867.89",49.01,Financials,"510,689.00",UNM,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,891,152.22",REINSURANCE GROUP OF AMERICA INC,"24,891,152.22",142.89,Financials,"174,198.00",RGA,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"24,852,416.96",UNITED THERAPEUTICS CORP,"24,852,416.96",211.82,Health Care,"117,328.00",UTHR,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,830,194.40",HUBBELL INC,"24,830,194.40",327.80,Industrials,"75,748.00",HUBB,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,702,632.10",ESSENTIAL UTILITIES INC,"24,702,632.10",39.15,Utilities,"630,974.00",WTRG,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,674,186.07",ANNALY CAPITAL MANAGEMENT REIT INC,"24,674,186.07",19.23,Financials,"1,283,109.00",NLY,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,450,706.05",TAPESTRY INC,"24,450,706.05",42.59,Consumer Discretionary,"574,095.00",TPR,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,426,451.26",BLACK KNIGHT INC,"24,426,451.26",60.26,Information Technology,"405,351.00",BKI,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"24,422,896.53",PARAMOUNT GLOBAL CLASS B,"24,422,896.53",16.29,Communication,"1,499,257.00",PARA,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"24,343,847.00",COGNEX CORP,"24,343,847.00",54.23,Information Technology,"448,900.00",CGNX,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,313,665.04",BOSTON PROPERTIES REIT INC,"24,313,665.04",59.08,Real Estate,"411,538.00",BXP,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,172,267.95",AVERY DENNISON CORP,"24,172,267.95",171.65,Materials,"140,823.00",AVY,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,112,932.24",FIDELITY NATIONAL FINANCIAL INC,"24,112,932.24",35.76,Financials,"674,299.00",FNF,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,106,024.96",PINNACLE WEST CORP,"24,106,024.96",81.92,Utilities,"294,263.00",PNW,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,058,399.44",RPM INTERNATIONAL INC,"24,058,399.44",89.16,Materials,"269,834.00",RPM,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,015,657.24",HERSHEY FOODS,"24,015,657.24",242.98,Consumer Staples,"98,838.00",HSY,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,001,735.14",WATSCO INC,"24,001,735.14",370.38,Industrials,"64,803.00",WSO,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,919,992.28",CROWN HOLDINGS INC,"23,919,992.28",86.76,Materials,"275,703.00",CCK,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,775,143.28",UNIVERSAL HEALTH SERVICES INC CLAS,"23,775,143.28",150.96,Health Care,"157,493.00",UHS,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,223,949.56",KEYCORP,"23,223,949.56",9.59,Financials,"2,421,684.00",KEY,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,084,480.88",NRG ENERGY INC,"23,084,480.88",38.12,Utilities,"605,574.00",NRG,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,046,621.00",HUNTINGTON INGALLS INDUSTRIES INC,"23,046,621.00",224.25,Industrials,"102,772.00",HII,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,985,649.60",CERIDIAN HCM HOLDING INC,"22,985,649.60",65.60,Industrials,"350,391.00",CDAY,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,943,942.65",TWILIO INC CLASS A,"22,943,942.65",62.45,Information Technology,"367,397.00",TWLO,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,898,914.72",FORTUNE BRANDS INNOVATIONS INC,"22,898,914.72",69.08,Industrials,"331,484.00",FBIN,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,895,708.35",LEAR CORP,"22,895,708.35",148.63,Consumer Discretionary,"154,045.00",LEA,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,839,283.80",VAIL RESORTS INC,"22,839,283.80",243.90,Consumer Discretionary,"93,642.00",MTN,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,785,452.55",AMERICAN FINANCIAL GROUP INC,"22,785,452.55",119.43,Financials,"190,785.00",AFG,,0.05,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,667,817.84",F5 INC,"22,667,817.84",143.42,Information Technology,"158,052.00",FFIV,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,639,482.36",CAMPBELL SOUP,"22,639,482.36",45.54,Consumer Staples,"497,134.00",CPB,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,627,220.14",BATH AND BODY WORKS INC,"22,627,220.14",37.66,Consumer Discretionary,"600,829.00",BBWI,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,579,285.76",CLEAN HARBORS INC,"22,579,285.76",167.68,Industrials,"134,657.00",CLH,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,545,320.20",INTERACTIVE BROKERS GROUP INC CLAS,"22,545,320.20",86.11,Financials,"261,820.00",IBKR,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
"Jan 01, 1970",Equity,USD,NASDAQ,1.0,United States,USD,"22,541,285.34",OREILLY AUTOMOTIVE INC,"22,541,285.34",934.47,Consumer Discretionary,"24,122.00",ORLY,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,420,080.76",KNIGHT-SWIFT TRANSPORTATION HOLDIN,"22,420,080.76",54.74,Industrials,"409,574.00",KNX,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,394,390.70",AMERICOLD REALTY INC TRUST,"22,394,390.70",31.62,Real Estate,"708,235.00",COLD,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,260,488.60",LITHIA MOTORS INC,"22,260,488.60",313.40,Consumer Discretionary,"71,029.00",LAD,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,246,425.50",IRON MOUNTAIN INC,"22,246,425.50",57.95,Real Estate,"383,890.00",IRM,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,242,409.37",TOLL BROTHERS INC,"22,242,409.37",76.81,Consumer Discretionary,"289,577.00",TOL,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,217,170.36",EQUIFAX INC,"22,217,170.36",225.61,Industrials,"98,476.00",EFX,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,175,770.88",GEN DIGITAL INC,"22,175,770.88",18.08,Information Technology,"1,226,536.00",GEN,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,137,753.12",HASBRO INC,"22,137,753.12",64.56,Consumer Discretionary,"342,902.00",HAS,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,863,359.87",ALBERTSONS COMPANY INC CLASS A,"21,863,359.87",21.89,Consumer Staples,"998,783.00",ACI,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,841,743.00",NVENT ELECTRIC PLC,"21,841,743.00",50.60,Industrials,"431,655.00",NVT,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"21,768,552.81",FASTENAL,"21,768,552.81",57.87,Industrials,"376,163.00",FAST,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,719,320.56",GENERAC HOLDINGS INC,"21,719,320.56",136.08,Industrials,"159,607.00",GNRC,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,720,238.92",CLEVELAND CLIFFS INC,"21,720,238.92",16.29,Materials,"1,333,348.00",CLF,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,649,644.20",GRACO INC,"21,649,644.20",83.57,Industrials,"259,060.00",GGG,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,621,061.28",ARROW ELECTRONICS INC,"21,621,061.28",143.78,Information Technology,"150,376.00",ARW,,0.04,2023-07-07,iShares Russell 1000 Value ETF,iwd
