Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Type,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,697,697,202.32",ADVANCED MICRO DEVICES INC,"1,697,697,202.32",115.92,Information Technology,"14,645,421.00",AMD,,0.49,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,679,264,878.20",LINDE PLC,"1,679,264,878.20",377.14,Materials,"4,452,630.00",LIN,,0.49,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,643,763,840.75",ORACLE CORP,"1,643,763,840.75",117.45,Information Technology,"13,995,435.00",ORCL,,0.48,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,609,939,421.44",COMCAST CORP CLASS A,"1,609,939,421.44",42.56,Communication,"37,827,524.00",CMCSA,,0.47,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,511,597,917.20",TEXAS INSTRUMENT INC,"1,511,597,917.20",183.12,Information Technology,"8,254,685.00",TXN,,0.44,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,503,467,914.58",WALT DISNEY,"1,503,467,914.58",90.47,Communication,"16,618,414.00",DIS,,0.44,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,491,586,571.97",WELLS FARGO,"1,491,586,571.97",43.71,Financials,"34,124,607.00",WFC,,0.43,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,442,354,369.17",DANAHER CORP,"1,442,354,369.17",238.81,Health Care,"6,039,757.00",DHR,,0.42,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,418,565,376.67",PHILIP MORRIS INTERNATIONAL INC,"1,418,565,376.67",100.49,Consumer Staples,"14,116,483.00",PM,,0.41,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,356,413,631.30",NEXTERA ENERGY INC,"1,356,413,631.30",73.71,Utilities,"18,402,030.00",NEE,,0.4,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,324,397,147.36",VERIZON COMMUNICATIONS INC,"1,324,397,147.36",34.64,Communication,"38,233,174.00",VZ,,0.39,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,291,229,746.86",RAYTHEON TECHNOLOGIES CORP,"1,291,229,746.86",97.17,Industrials,"13,288,358.00",RTX,,0.38,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,284,796,738.86",INTEL CORPORATION CORP,"1,284,796,738.86",33.87,Information Technology,"37,933,178.00",INTC,,0.37,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,263,058,029.27",HONEYWELL INTERNATIONAL INC,"1,263,058,029.27",208.71,Industrials,"6,051,737.00",HON,,0.37,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,247,361,839.28",QUALCOMM INC,"1,247,361,839.28",123.12,Information Technology,"10,131,269.00",QCOM,,0.36,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,244,922,585.16",LOWES COMPANIES INC,"1,244,922,585.16",229.54,Consumer Discretionary,"5,423,554.00",LOW,,0.36,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,229,074,777.22",S&P GLOBAL INC,"1,229,074,777.22",412.03,Financials,"2,982,974.00",SPGI,,0.36,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,228,128,905.10",INTUIT INC,"1,228,128,905.10",481.35,Information Technology,"2,551,426.00",INTU,,0.36,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,221,802,478.96",UNITED PARCEL SERVICE INC CLASS B,"1,221,802,478.96",185.36,Industrials,"6,591,511.00",UPS,,0.36,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,216,592,026.65",CONOCOPHILLIPS,"1,216,592,026.65",110.55,Energy,"11,004,903.00",COP,,0.35,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,208,376,532.48",NIKE INC CLASS B,"1,208,376,532.48",107.84,Consumer Discretionary,"11,205,272.00",NKE,,0.35,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,199,196,886.36",CATERPILLAR INC,"1,199,196,886.36",255.86,Industrials,"4,686,926.00",CAT,,0.35,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,189,931,146.56",BRISTOL MYERS SQUIBB,"1,189,931,146.56",62.28,Health Care,"19,106,152.00",BMY,,0.35,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,167,804,228.26",UNION PACIFIC CORP,"1,167,804,228.26",210.61,Industrials,"5,544,866.00",UNP,,0.34,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,115,247,406.40",BOEING,"1,115,247,406.40",216.85,Industrials,"5,142,944.00",BA,,0.32,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,106,299,882.74",AMGEN INC,"1,106,299,882.74",227.66,Health Care,"4,859,439.00",AMGN,,0.32,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,105,941,893.76",INTERNATIONAL BUSINESS MACHINES CO,"1,105,941,893.76",133.92,Information Technology,"8,258,228.00",IBM,,0.32,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,105,690,686.88",INTUITIVE SURGICAL INC,"1,105,690,686.88",346.97,Health Care,"3,186,704.00",ISRG,,0.32,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,102,066,153.76",GENERAL ELECTRIC,"1,102,066,153.76",111.28,Industrials,"9,903,542.00",GE,,0.32,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,096,396,773.30",APPLIED MATERIAL INC,"1,096,396,773.30",142.65,Information Technology,"7,685,922.00",AMAT,,0.32,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,069,964,611.85",SERVICENOW INC,"1,069,964,611.85",577.45,Information Technology,"1,852,913.00",NOW,,0.31,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,066,184,750.90",PROLOGIS REIT INC,"1,066,184,750.90",126.95,Real Estate,"8,398,462.00",PLD,,0.31,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,065,366,081.90",MEDTRONIC PLC,"1,065,366,081.90",88.05,Health Care,"12,099,558.00",MDT,,0.31,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,059,277,739.20",STARBUCKS CORP,"1,059,277,739.20",101.60,Consumer Discretionary,"10,425,962.00",SBUX,,0.31,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,021,355,819.21",MORGAN STANLEY,"1,021,355,819.21",86.21,Financials,"11,847,301.00",MS,,0.3,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,007,634,232.80",BLACKROCK INC,"1,007,634,232.80",739.80,Financials,"1,362,036.00",BLK,,0.29,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,004,353,389.70",DEERE,"1,004,353,389.70",409.55,Industrials,"2,452,334.00",DE,,0.29,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"993,745,573.92",GOLDMAN SACHS GROUP INC,"993,745,573.92",328.68,Financials,"3,023,444.00",GS,,0.29,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"983,050,750.08",AT&T INC,"983,050,750.08",15.12,Communication,"65,016,584.00",T,,0.29,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"956,012,774.04",LOCKHEED MARTIN CORP,"956,012,774.04",466.38,Industrials,"2,049,858.00",LMT,,0.28,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"952,090,281.70",BOOKING HOLDINGS INC,"952,090,281.70","2,834.53",Consumer Discretionary,"335,890.00",BKNG,,0.28,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"942,206,459.04",AMERICAN EXPRESS,"942,206,459.04",174.24,Financials,"5,407,521.00",AXP,,0.27,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"920,645,697.84",STRYKER CORP,"920,645,697.84",299.64,Health Care,"3,072,506.00",SYK,,0.27,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"912,136,376.52",ANALOG DEVICES INC,"912,136,376.52",198.27,Information Technology,"4,600,476.00",ADI,,0.27,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"900,371,858.04",ELEVANCE HEALTH INC,"900,371,858.04",417.63,Health Care,"2,155,908.00",ELV,,0.26,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"889,643,210.17",MONDELEZ INTERNATIONAL INC CLASS A,"889,643,210.17",71.83,Consumer Staples,"12,385,399.00",MDLZ,,0.26,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"889,515,293.32",TJX INC,"889,515,293.32",84.94,Consumer Discretionary,"10,472,278.00",TJX,,0.26,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"870,202,459.05",GILEAD SCIENCES INC,"870,202,459.05",76.71,Health Care,"11,344,055.00",GILD,,0.25,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"853,468,969.32",AUTOMATIC DATA PROCESSING INC,"853,468,969.32",227.16,Industrials,"3,757,127.00",ADP,,0.25,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"844,162,480.00",CITIGROUP INC,"844,162,480.00",47.68,Financials,"17,704,750.00",C,,0.25,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"839,375,789.12",MARSH & MCLENNAN INC,"839,375,789.12",186.56,Financials,"4,499,227.00",MMC,,0.24,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"834,291,380.16",AMERICAN TOWER REIT CORP,"834,291,380.16",196.84,Real Estate,"4,238,424.00",AMT,,0.24,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"830,381,898.24",CVS HEALTH CORP,"830,381,898.24",71.22,Health Care,"11,659,392.00",CVS,,0.24,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"817,507,800.90",VERTEX PHARMACEUTICALS INC,"817,507,800.90",349.02,Health Care,"2,342,295.00",VRTX,,0.24,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"809,963,179.22",CHARLES SCHWAB CORP,"809,963,179.22",59.93,Financials,"13,515,154.00",SCHW,,0.24,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"779,831,535.60",LAM RESEARCH CORP,"779,831,535.60",638.30,Information Technology,"1,221,732.00",LRCX,,0.23,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"744,318,176.58",SCHLUMBERGER NV,"744,318,176.58",57.42,Energy,"12,962,699.00",SLB,,0.22,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"740,822,166.24",EATON PLC,"740,822,166.24",204.36,Industrials,"3,625,084.00",ETN,,0.22,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"739,948,044.58",ALTRIA GROUP INC,"739,948,044.58",45.58,Consumer Staples,"16,234,051.00",MO,,0.22,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"736,929,577.23",T MOBILE US INC,"736,929,577.23",140.69,Communication,"5,237,967.00",TMUS,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"734,530,833.45",PAYPAL HOLDINGS INC,"734,530,833.45",72.39,Financials,"10,146,855.00",PYPL,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"726,677,177.94",CIGNA,"726,677,177.94",270.06,Health Care,"2,690,799.00",CI,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"722,428,049.92",FISERV INC,"722,428,049.92",128.68,Financials,"5,614,144.00",FI,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"718,660,332.00",ZOETIS INC CLASS A,"718,660,332.00",171.00,Health Care,"4,202,692.00",ZTS,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"715,673,950.00",CHUBB LTD,"715,673,950.00",190.00,Financials,"3,766,705.00",CB,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"708,843,786.04",SOUTHERN,"708,843,786.04",71.48,Utilities,"9,916,673.00",SO,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"707,458,020.10",REGENERON PHARMACEUTICALS INC,"707,458,020.10",720.98,Health Care,"981,245.00",REGN,,0.21,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"690,237,115.71",BOSTON SCIENTIFIC CORP,"690,237,115.71",52.79,Health Care,"13,075,149.00",BSX,,0.2,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"681,660,784.80",EQUINIX REIT INC,"681,660,784.80",801.44,Real Estate,"850,545.00",EQIX,,0.2,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"671,443,311.45",BECTON DICKINSON,"671,443,311.45",259.95,Health Care,"2,582,971.00",BDX,,0.2,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"657,769,382.58",PALO ALTO NETWORKS INC,"657,769,382.58",239.01,Information Technology,"2,752,058.00",PANW,,0.19,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"653,978,904.39",DUKE ENERGY CORP,"653,978,904.39",93.31,Utilities,"7,008,669.00",DUK,,0.19,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"651,948,359.16",EOG RESOURCES INC,"651,948,359.16",122.57,Energy,"5,318,988.00",EOG,,0.19,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"642,263,734.44",MICRON TECHNOLOGY INC,"642,263,734.44",64.53,Information Technology,"9,952,948.00",MU,,0.19,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"626,592,094.73",ILLINOIS TOOL INC,"626,592,094.73",249.13,Industrials,"2,515,121.00",ITW,,0.18,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"625,698,538.15",AON PLC CLASS A,"625,698,538.15",336.85,Financials,"1,857,499.00",AON,,0.18,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"623,469,177.12",CSX CORP,"623,469,177.12",33.72,Industrials,"18,489,596.00",CSX,,0.18,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"621,688,284.00",SYNOPSYS INC,"621,688,284.00",448.84,Information Technology,"1,385,100.00",SNPS,,0.18,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"611,046,940.08",PROGRESSIVE CORP,"611,046,940.08",114.78,Financials,"5,323,636.00",PGR,,0.18,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"603,907,998.15",AIR PRODUCTS AND CHEMICALS INC,"603,907,998.15",298.95,Materials,"2,020,097.00",APD,,0.18,2023-07-13,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"599,387,190.54",CME GROUP INC CLASS A,"599,387,190.54",183.22,Financials,"3,271,407.00",CME,,0.17,2023-07-13,iShares Core S&P 500 ETF,ivv
